,Tweet,tags,Processed_Tweets,Tweets_Adjectives,Tweets_Sentiment,Subjectivity,Polarity,Sentiment
4827,b'are everyday chemicals contributing to global obesity?@chemistryworld #obesogens https://t.co/fjguhzglwp',obesity,b'are everyday chemicals contributing global obesity obesogens,everyday global,are everyday chemical contributing global obesity obesogens,0.3,-0.1,Negative
4828,b'@popbase obesity',obesity,b obesity,,obesity,0.0,0.0,Neutral
4829,b'study hints healthier school lunch can reduce obesity #nutrition via https://t.co/zzkfbz7vyp https://t.co/iqe50ypdn9',obesity,b'study hints healthier school lunch reduce obesity nutrition via,healthier,study hint healthier school lunch reduce obesity nutrition via,0.0,0.0,Neutral
4830,"b""@shesanneally @mickeyscigss @skinnyslaying it's not rare honestly, this is why childhood obesity is at its highest""",obesity,b '' 's rare honestly childhood obesity highest '',rare,`` 's rare honestly childhood obesity highest ``,0.9,0.44999999999999996,Positive
4831,b'there is hope for treating cancer and childhood obesity thanks to a recently-discovered metabolic switch. https://t.co/r8cyqafvqy',obesity,b'there hope treating cancer childhood obesity thanks recently-discovered metabolic switch,recentlydiscovered metabolic,there hope treating cancer childhood obesity thanks recently-discovered metabolic switch,0.2,0.2,Positive
4832,"b'rt @kanthan2030: before 1980, two things were extremely rare in the us and the world:\n\n1) obesity in children\n\n2) morbid or extreme obesity...'",obesity,b'rt two things extremely rare us world \n\n obesity children\n\n morbid extreme obesity ...,extreme, two thing extremely rare u world \n\n obesity children\n\n morbid extreme obesity ...,0.95,0.0875,Positive
4833,b'@logansolsun obesity and pre-diabetes is a risk factor in long covid. without large studies controlling for obesity... https://t.co/mwq6avzwty',obesity,b obesity pre-diabetes risk factor long covid without large studies controlling obesity ...,large,obesity pre-diabetes risk factor long covid without large study controlling obesity ...,0.41428571428571426,0.08214285714285713,Positive
4834,b'@ravirndtheworld @bigclasstraitor @ranjeevpuri am i doing this right?\n\ntake away cookies take away obesity\ntake awa... https://t.co/nxedf9uk19',obesity,b right \n\ntake away cookies take away obesity\ntake awa ...,obesity take,right \n\ntake away cooky take away obesity\ntake awa ...,0.5357142857142857,0.2857142857142857,Positive
4835,"b'@_fels1 just a confusing enquiry, is obesity pert of a police make up or, just that they tend to have that stomach.... https://t.co/yarzs1xz8r'",obesity,b confusing enquiry obesity pert police make tend stomach ....,enquiry tend,confusing enquiry obesity pepolice make tend stomach ....,0.4,-0.3,Negative
4836,b'@lead_coalition @drfhamilton @psychtoday @cdcgov obesity is my sidekick. working on it.',obesity,b obesity sidekick working,,obesity sidekick working,0.0,0.0,Neutral
4837,"b""rt @obesityaction: in oac's upcoming health talk, katherine h. saunders, md, dabom, will talk about the benefits of telemedicine, how it ca...""",obesity,b '' rt oac 's upcoming health talk katherine h. saunders md dabom talk benefits telemedicine ca ... '', upcoming dabom,`` oac 's upcoming health talk katherine h. saunders md dabom talk benefit telemedicine ca ... ``,0.0,0.0,Neutral
4838,"b'as canada struggles with how to fight childhood obesity, the united states is getting aggressive | radio-canada news https://t.co/xvdle9hmbc'",obesity,b'as canada struggles fight childhood obesity united states getting aggressive radio-canada news,canada united aggressive radiocanada,as canada struggle fight childhood obesity united state getting aggressive radio-canada news,0.0,0.0,Neutral
4839,b'#ifso # world obesity obesity https://t.co/clvw7d6dwk',obesity,b'ifso world obesity obesity,ifso,ifso world obesity obesity,0.0,0.0,Neutral
4840,"b'the efficiency of lifestyle intervention, orlistat, and experimental diet therapy in patients with obesity and meta... https://t.co/k4w57tb27s'",obesity,b'the efficiency lifestyle intervention orlistat experimental diet therapy patients obesity meta ...,lifestyle experimental diet,the efficiency lifestyle intervention orlistat experimental diet therapy patient obesity meta ...,0.4,0.1,Positive
4841,"b""rt @vindicomeded: you'll love these #cme credits! stay up to date on the latest clinical data on obesity and the impact of weight loss on c...""",obesity,b '' rt 'll love cme credits stay date latest clinical data obesity impact weight loss c ... '', clinical weight,`` 'll love cme credit stay date latest clinical data obesity impact weight loss c ... ``,0.75,0.5,Positive
4842,"b'@nancylea28 imagine if a clinic said similar to someone with obesity: ""do you realistically expect them to admit ac... https://t.co/bhxud31eer'",obesity,b imagine clinic said similar someone obesity `` realistically expect admit ac ...,similar,imagine clinic said similar someone obesity `` realistically expect admit ac ...,0.4,0.0,Neutral
4843,b'rt @thehinduscience: a canadian endocrinologist whose research has helped develop therapies for diabetes and obesity and three chemists who...',obesity,b'rt canadian endocrinologist whose research helped develop therapies diabetes obesity three chemists ...,canadian obesity, canadian endocrinologist whose research helped develop therapy diabetes obesity three chemist ...,0.0,0.0,Neutral
4844,b'rt @wish_tv: a 2010 federal law that boosted nutrition standards for school meals may have begun to help slow the rise in obesity among ame...',obesity,b'rt federal law boosted nutrition standards school meals may begun help slow rise obesity among ame ...,federal, federal law boosted nutrition standard school meal may begun help slow rise obesity among ame ...,0.19999999999999998,-0.15000000000000002,Negative
4845,"b""you'll love these #cme credits! stay up to date on the latest clinical data on obesity and the impact of weight los... https://t.co/h9ofclmomm""",obesity,b '' 'll love cme credits stay date latest clinical data obesity impact weight los ...,clinical,`` 'll love cme credit stay date latest clinical data obesity impact weight los ...,0.75,0.5,Positive
4846,b'anti-obesity drugs or surgery now advised for some us children https://t.co/nzqb0s49uw',obesity,b'anti-obesity drugs surgery advised us children,,anti-obesity drug surgery advised u child,0.0,0.0,Neutral
4847,b'state of the balloonion: sicker &amp; fatter\n\n#obesity #covid19 #pandemicweight #diabetes https://t.co/18r9rglcpx',obesity,b'state balloonion sicker amp fatter\n\nobesity covid pandemicweight diabetes,,state balloonion sicker amp fatter\n\nobesity covid pandemicweight diabetes,0.0,0.0,Neutral
4848,b'rt @mahendralodha2: we are in process of designing  t shirt for world obesity day',obesity,b'rt process designing shirt world obesity day,, process designing shiworld obesity day,0.0,0.0,Neutral
4849,"b'according to the world health organization, more than 1 billion people worldwide suffer from obesity. 650 million a... https://t.co/p8dwpkbqpq'",obesity,b'according world health organization billion people worldwide suffer obesity million ...,,according world health organization billion people worldwide suffer obesity million ...,0.0,0.0,Neutral
4850,b'we are in process of designing  t shirt for world obesity day',obesity,b'we process designing shirt world obesity day,,we process designing shiworld obesity day,0.0,0.0,Neutral
4851,b'@emilio2763 @patrioticpizzas obesity in the healthcare industry is ridiculous even if they arent evil!',obesity,b obesity healthcare industry ridiculous even arent evil,ridiculous,obesity healthcare industry ridiculous even arent evil,1.0,-0.6666666666666666,Negative
4852,b'a shift in treating childhood obesity in the u.s. focuses on early interventions and can involve weight-loss drugs... https://t.co/0kmr8gbidq',obesity,b shift treating childhood obesity u.s. focuses early interventions involve weight-loss drugs ...,childhood obesity u.s. early,shift treating childhood obesity u.s. focus early intervention involve weight-loss drug ...,0.3,0.1,Positive
4853,"b'call  me for details on how to break the generational curse of diabetes, heart  disease, cancer and obesity!... https://t.co/mja4ztjrmw'",obesity,b'call details break generational curse diabetes heart disease cancer obesity ...,generational,call detail break generational curse diabetes headisease cancer obesity ...,0.0,0.0,Neutral
4854,b'work with the following dieting tool that will help eliminate a lot of your obesity rather quickly and revive wellb... https://t.co/sq9mwv3jyi',obesity,b'work following dieting tool help eliminate lot obesity rather quickly revive wellb ...,,work following dieting tool help eliminate lot obesity rather quickly revive well...,0.3,0.16666666666666666,Positive
4855,"b'@drcharliefraud i see why this tool took the vaccine, fear due to obesity and his health issues, if thats even his picture.'",obesity,b see tool took vaccine fear due obesity health issues thats even picture,due,see tool took vaccine fear due obesity health issue thats even picture,0.375,-0.125,Negative
4856,"b'@stephaniee827 @gendeburts @sneako correct, that is why we need to focus on the obesity epidemic. i used to weigh 2... https://t.co/riwilgdlfh'",obesity,b correct need focus obesity epidemic used weigh ...,,correct need focus obesity epidemic used weigh ...,0.0,0.0,Neutral
4857,"b'tooth decay, #sugar and obesity\n\nhazel coey considers the dental nurses role in #patient #education on #diet and... https://t.co/q9qapxrho1'",obesity,b'tooth decay sugar obesity\n\nhazel coey considers dental nurses role patient education diet ...,dental patient,tooth decay sugar obesity\n\nhazel coey considers dental nurse role patient education diet ...,0.0,0.0,Neutral
4858,b'the ingestion of #lacticacidbacteria may become a potential adjunctive treatment for #obesity in the future.\n\nlearn... https://t.co/hojm5qt3dm',obesity,b'the ingestion lacticacidbacteria may become potential adjunctive treatment obesity future.\n\nlearn ...,potential adjunctive,the ingestion lacticacidbacteria may become potential adjunctive treatment obesity future.\n\nlearn ...,1.0,0.0,Neutral
4859,"b""if you haven't heard yet, clearmind is proud to host professor tam to discuss the challenges of obesity, and the pr... https://t.co/feouq1mr7z""",obesity,b '' n't heard yet clearmind proud host professor tam discuss challenges obesity pr ...,clearmind,`` n't heard yet clearmind proud host professor tam discus challenge obesity pr ...,1.0,0.8,Positive
4860,b'a shift in treating childhood obesity in the u.s. focuses on early interventions and can involve weight-loss drugs... https://t.co/lnphtpmpee',obesity,b shift treating childhood obesity u.s. focuses early interventions involve weight-loss drugs ...,childhood obesity u.s. early,shift treating childhood obesity u.s. focus early intervention involve weight-loss drug ...,0.3,0.1,Positive
4861,"b'we break down the first ever guidelines for treating, not just preventing, childhood #obesity. https://t.co/hkdq4tgmab'",obesity,b'we break first ever guidelines treating preventing childhood obesity,first,we break first ever guideline treating preventing childhood obesity,0.3333333333333333,0.25,Positive
4862,b'interesting contributor of obesity!\n\na common virus\n\n@mike_lustgarten https://t.co/dyppxwyfrj',obesity,b'interesting contributor obesity \n\na common virus\n\n,common,interesting contributor obesity \n\na common virus\n\n,0.5,0.1,Positive
4863,"b'@win98tech nahh, he is right. america needs to do something about the obesity epidemic. its killing us.'",obesity,b nahh right america needs something obesity epidemic killing us,right epidemic,nahh right america need something obesity epidemic killing u,0.5357142857142857,0.2857142857142857,Positive
4864,"b'#dogs obesity is one of the most preventable issues with dogs, this may help https://t.co/dvpasid9fi https://t.co/6wz0qql1yj'",obesity,b'dogs obesity one preventable issues dogs may help,preventable,dogs obesity one preventable issue dog may help,0.0,0.0,Neutral
4865,b'@nwiebewiebe this post was not about the causes of obesity though.',obesity,b post causes obesity though,,post cause obesity though,0.0,0.0,Neutral
4866,"b'@nytimes wheat , sugar &amp; oil cause obesity.'",obesity,b wheat sugar amp oil cause obesity,,wheat sugar amp oil cause obesity,0.0,0.0,Neutral
4867,"b'@johnpavlovitz also, forks and spoons cause obesity. we should ban forks and spoons.'",obesity,b also forks spoons cause obesity ban forks spoons,,also fork spoon cause obesity ban fork spoon,0.0,0.0,Neutral
4868,"b'in fighting the claim that obesity should be considered a disability under state law, taubes said, the attorney gen... https://t.co/yy50cxpk9t'",obesity,b'in fighting claim obesity considered disability state law taubes said attorney gen ...,,in fighting claim obesity considered disability state law taubes said attorney gen ...,0.0,0.0,Neutral
4869,"b'it\'s the same with #obesity. it\'s not healthy and is not to be celebrated under ""body positivity""...\n\nbut, to solve... https://t.co/jvdbqcsx6r'",obesity,b'it\ 's obesity it\ 's healthy celebrated `` body positivity '' ... \n\nbut solve ...,healthy,it\ 's obesity it\ 's healthy celebrated `` body positivity `` ... \n\nbut solve ...,0.625,0.425,Positive
4870,"b'@firestorm2343 @ursulav @thefatdoctoruk i mean....come on.\n\nany real, legitimate treatment for obesity would be lik... https://t.co/tuntjuligc'",obesity,b mean .... come on.\n\nany real legitimate treatment obesity would lik ...,on.  any real legitimate,mean .... come on.\n\nany real legitimate treatment obesity would lik ...,0.49375,-0.056249999999999994,Negative
4871,b'rt @dorothymdavisnp: pediatric obesitya looming problem for the pediatric population | pediatric annals \n\nprimary care is the first line...',obesity,b'rt pediatric obesitya looming problem pediatric population pediatric annals \n\nprimary care first line ...,pediatric pediatric pediatric   primary first, pediatric obesitya looming problem pediatric population pediatric annals \n\nprimary care first line ...,0.3333333333333333,0.25,Positive
4872,b'rt @masculine_king: look around and youll see:\n\n- illness\n- obesity\n- weakness\n\nbecome high-value by being:\n\n- fit\n- smart\n- healthy\n\nmake...',obesity,b'rt look around youll see \n\n- illness\n- obesity\n- weakness\n\nbecome high-value \n\n- fit\n- smart\n- healthy\n\nmake ..., youll    illness  obesity  weakness  become highvalue    fit  sma , look around youll see \n\n- illness\n- obesity\n- weakness\n\nbecome high-value \n\n- fit\n- smart\n- healthy\n\nmake ...,0.0,0.0,Neutral
4873,b'#wheelchair market to rise to us$ 7.9 bn during forecast to 2032. growing #obesity #epidemic driving rise of... https://t.co/9feh2gag4o',obesity,b'wheelchair market rise us bn forecast growing obesity epidemic driving rise ...,obesity epidemic,wheelchair market rise u bn forecast growing obesity epidemic driving rise ...,0.0,0.0,Neutral
4874,b'@filmupdates my question is not obesity part but actually........why do we feel the need to suddenly make things in... https://t.co/tvytxxfp2z',obesity,b question obesity part actually ........ feel need suddenly make things ...,,question obesity paactually ........ feel need suddenly make thing ...,0.5,0.0,Neutral
4875,"b'@easoobesity we do not need more obesity stigma, we need support for #addressingobesitytogether #worldobesityday #obesitydayeurope'",obesity,b need obesity stigma need support addressingobesitytogether worldobesityday obesitydayeurope,worldobesityday,need obesity stigma need suppoaddressingobesitytogether worldobesityday obesitydayeurope,0.0,0.0,Neutral
4876,b'rt @robertkennedyjr: aap misses real culprits behind obesity epidemic. buffet + gates vertically integrated corn syrup by investing in food...',obesity,b'rt aap misses real culprits behind obesity epidemic buffet gates vertically integrated corn syrup investing food ...,real epidemic integrated, aap miss real culprit behind obesity epidemic buffet gate vertically integrated corn syrup investing food ...,0.5,-0.1,Negative
4877,b'treatment of #obesity and #mafld with a diet or orlistat: a randomized controlled trial @ajcnutrition https://t.co/16qep9ncvw',obesity,b'treatment obesity mafld diet orlistat randomized controlled trial,diet,treatment obesity mafld diet orlistat randomized controlled trial,0.0,0.0,Neutral
4878,b'@matthewdmarsden obesity',obesity,b obesity,,obesity,0.0,0.0,Neutral
4879,"b'rt @jburnmurdoch: so ill sign off with my own column on the topic, from earlier this year.\n\nobesity shows us primarily what is being done...'",obesity,b'rt ill sign column topic earlier year.\n\nobesity shows us primarily done ...,, ill sign column topic earlier year.\n\nobesity show u primarily done ...,0.6666666666666666,-0.033333333333333326,Negative
4880,b'rt @abhanari1: study hints healthier school lunch can reduce obesity #nutrition via https://t.co/vlil8akvem https://t.co/bc7td9paei',obesity,b'rt study hints healthier school lunch reduce obesity nutrition via,, study hint healthier school lunch reduce obesity nutrition via,0.0,0.0,Neutral
4881,"b'you weigh 374lbs. thats a bmi of 50.7, well into class iii obesity. \n\nhe looks at you with pity, he can smell th... https://t.co/qwfvpbezls'",obesity,b'you weigh lbs thats bmi well class iii obesity \n\nhe looks pity smell th ...,,you weigh lthats bmi well class iii obesity \n\nhe look pity smell th ...,0.2,-0.1,Negative
4882,"b""rt @calleymeans: this is evil. \n\n@askdrfatima accepted money from @novonordisk and then went on 60 minutes to say obesity isn't the result...""",obesity,b '' rt evil \n\n accepted money went minutes say obesity n't result ... '', evil,`` evil \n\n accepted money went minute say obesity n't result ... ``,1.0,-1.0,Negative
4883,"b'@rottenindenmark i read something interesting recently, that obesity is up *across species* and not just in humans,... https://t.co/qunokoawz6'",obesity,b read something interesting recently obesity across species humans ...,,read something interesting recently obesity across specie human ...,0.2833333333333333,0.16666666666666666,Positive
4884,"b'@hubnutvids bloody tories again, reducing our sugar levels, protecting our kids from obesity and diabetes...'",obesity,b bloody tories reducing sugar levels protecting kids obesity diabetes ...,,bloody tory reducing sugar level protecting kid obesity diabetes ...,0.9,-0.8,Negative
4885,b'@alpacaaurelius false. facebook started the obesity epidemic',obesity,b false facebook started obesity epidemic,false,false facebook started obesity epidemic,0.6,-0.4000000000000001,Negative
4886,b'is obesity a disability? ct case involving corrections officer could decide... https://t.co/ryacwcm2zi',obesity,b'is obesity disability ct case involving corrections officer could decide ...,,is obesity disability ct case involving correction officer could decide ...,0.0,0.0,Neutral
4887,"b'living in a country where obesity is on the rise and skinny jeans are becoming a fad, i fear for the future.'",obesity,b'living country obesity rise skinny jeans becoming fad fear future,skinny fad fear,living country obesity rise skinny jean becoming fad fear future,0.48750000000000004,0.225,Positive
4888,"b'last i checked top causes of death are cardiovascular diseases, diabetes, cancer, obesity, and other chronic disea... https://t.co/vexnstkovi'",obesity,b'last checked top causes death cardiovascular diseases diabetes cancer obesity chronic disea ...,top cardiovascular chronic,last checked top cause death cardiovascular disease diabetes cancer obesity chronic disea ...,0.2833333333333333,0.25,Positive
4889,b'if i was overweight id rather wear a regular fit than this tailored fit to compliment my obesity https://t.co/decydc1zye',obesity,b'if overweight id rather wear regular fit tailored fit compliment obesity,wear regular fit,if overweight id rather wear regular fit tailored fit compliment obesity,0.2923076923076923,0.26666666666666666,Positive
4890,b'@cp24 they had to do a study to determine healthy food reduced obesity? what a revelation!!!!',obesity,b study determine healthy food reduced obesity revelation,healthy,study determine healthy food reduced obesity revelation,0.5,0.5,Positive
4891,"b'glorifying obesity isn\'t being ""body positive,"" it is being health negative and death positive.'",obesity,b'glorifying obesity isn\'t `` body positive '' health negative death positive,positive negative positive,glorifying obesity isn\'t `` body positive `` health negative death positive,0.4969696969696969,0.051515151515151514,Positive
4892,b'ben tohar et al found that adolescent obesity in mice has long-term effects on bone geometry. in trabecular archite... https://t.co/cfn9j3sugo',obesity,b'ben tohar et al found adolescent obesity mice long-term effects bone geometry trabecular archite ...,adolescent longterm trabecular,ben tohar et al found adolescent obesity mouse long-term effect bone geometry trabecular archite ...,0.0,0.0,Neutral
4893,b'obesity is over https://t.co/uxblhmpeef',obesity,b'obesity,,obesity,0.0,0.0,Neutral
4894,"b'@joebiden leading the world.  thats rich.  in what, rates of obesity?  fentanyl ods?  censorship?  levels of wok... https://t.co/67odm5h16g'",obesity,b leading world thats rich rates obesity fentanyl ods censorship levels wok ...,rich fentanyl,leading world thats rich rate obesity fentanyl od censorship level wok ...,0.75,0.375,Positive
4895,"b'i want to not believe this....but go to a beach, any us beach. its bad. \n\nwe know plastics cause obesity, experts... https://t.co/yqmy5lqllz'",obesity,b want believe .... go beach us beach bad \n\nwe know plastics cause obesity experts ...,bad,want believe .... go beach u beach bad \n\nwe know plastic cause obesity expe...,0.6666666666666666,-0.6999999999999998,Negative
4896,b'@womenpostingls overweight and obesity are the fifth leading risk for global deaths. at least 2.8 million adults d... https://t.co/vxkpghgduo',obesity,b overweight obesity fifth leading risk global deaths least million adults ...,fifth global,overweight obesity fifth leading risk global death least million adult ...,0.2333333333333333,-0.06666666666666667,Negative
4897,b'@backtolife_2023 leading to higher obesity rates freeing up land for invasion? no more steak for the forced herbivo... https://t.co/dcn7cxp9qw',obesity,b leading higher obesity rates freeing land invasion steak forced herbivo ...,,leading higher obesity rate freeing land invasion steak forced herbivo ...,0.35,-0.025000000000000022,Negative
4898,"b'rt @themahakinsan: the simpler the food, the less our thoughts are agitated. fried food causes obesity and diseases. saint gurmeet ram rahi...'",obesity,b'rt simpler food less thoughts agitated fried food causes obesity diseases saint gurmeet ram rahi ...,fried saint, simpler food le thought agitated fried food cause obesity disease saint gurmeet ram rahi ...,0.0,0.0,Neutral
4899,"b'i  having an open  fireside chat with obesity medicine association president dr. angela fitch md, facp, foma, di... https://t.co/xs7xwyoyne'",obesity,b open fireside chat obesity medicine association president dr. angela fitch md facp foma di ...,open,open fireside chat obesity medicine association president dr. angela fitch md facp foma di ...,0.5,0.0,Neutral
4900,b'rt @connpost: is obesity a disability? ct case involving corrections officer could decide https://t.co/dxlxeiewbt',obesity,b'rt obesity disability ct case involving corrections officer could decide,, obesity disability ct case involving correction officer could decide,0.0,0.0,Neutral
4901,"b'in the 1950s americans were eating ~4000 calories a day from ice cream, sugar, meat, fat, jello, bread and obesity... https://t.co/d1uttfhyvj'",obesity,b'in americans eating calories day ice cream sugar meat fat jello bread obesity ...,fat,in american eating calorie day ice cream sugar meat fat jello bread obesity ...,0.0,0.0,Neutral
4902,b'@drloupis obesity is not something to brag about.',obesity,b obesity something brag,,obesity something brag,0.0,0.0,Neutral
4903,"b""now let's write a bill to force insurance companies to acknowledge obesity as a disease and to add medicine to thei... https://t.co/eo0xavl6kb""",obesity,b '' let 's write bill force insurance companies acknowledge obesity disease add medicine thei ...,write obesity medicine,`` let 's write bill force insurance company acknowledge obesity disease add medicine thei ...,0.0,0.0,Neutral
4904,b'@jonbonzeye @guhreenti @kozykara @shytamius @snoozebuttontv @zraven8 @maximum_obesity @thenoopp @ladylilithena of c... https://t.co/ebotwid76x',obesity,b c ...,,c ...,0.0,0.0,Neutral
4905,b'rt @createngland: the obesity was shocking back then.',obesity,b'rt obesity shocking back,, obesity shocking back,0.5,-0.5,Negative
4906,"b'@relaxfactsrfun @thehill african americans have more obesity, teen pregnancies, spousal abuse, and stds than any other group.'",obesity,b african americans obesity teen pregnancies spousal abuse stds group,b african teen,african american obesity teen pregnancy spousal abuse std group,0.0,0.0,Neutral
4907,"b'rt @amydee1001: obesity + food addiction robbed me of a lot; diabetes took my mother way too young.\nnow, devoting my life to helping others...'",obesity,b'rt obesity food addiction robbed lot diabetes took mother way young.\nnow devoting life helping others ...,, obesity food addiction robbed lot diabetes took mother way young.\nnow devoting life helping others ...,0.0,0.0,Neutral
4908,b'study hints healthier school lunch can reduce obesity #nutrition via https://t.co/vlil8akvem https://t.co/bc7td9paei',obesity,b'study hints healthier school lunch reduce obesity nutrition via,healthier,study hint healthier school lunch reduce obesity nutrition via,0.0,0.0,Neutral
4909,"b'rt @bookclubpro1: unlike other diet books, the obesity code focuses on the role of hormones in the obesity crisis that seems impossible to...'",obesity,b'rt unlike diet books obesity code focuses role hormones obesity crisis seems impossible ...,diet impossible, unlike diet book obesity code focus role hormone obesity crisis seems impossible ...,1.0,-0.6666666666666666,Negative
4910,"b'unlike other diet books, the obesity code focuses on the role of hormones in the obesity crisis that seems impossib... https://t.co/bawkcqbef7'",obesity,b'unlike diet books obesity code focuses role hormones obesity crisis seems impossib ...,diet,unlike diet book obesity code focus role hormone obesity crisis seems impossi...,0.0,0.0,Neutral
4911,"b""@1m0y_aba @vaselinesnorter @sneako and telling them to not preach for something like obesity isn't a sin. (2/2)""",obesity,b '' telling preach something like obesity n't sin '',,`` telling preach something like obesity n't sin ``,0.0,0.0,Neutral
4912,"b'rt @indiatvnews: eating #ultraprocessed foods can increase your risk of #obesity, #type2diabetes, developing #cancer, and many other diseas...'",obesity,b'rt eating ultraprocessed foods increase risk obesity typediabetes developing cancer many diseas ...,ultraprocessed many, eating ultraprocessed food increase risk obesity typediabetes developing cancer many diseas ...,0.5,0.5,Positive
4913,"b'#dogs obesity is one of the most preventable issues with dogs, this may help https://t.co/dvpasicbpk https://t.co/fmw0nyt0jy'",obesity,b'dogs obesity one preventable issues dogs may help,preventable,dogs obesity one preventable issue dog may help,0.0,0.0,Neutral
4914,b'- sedentary participants (27  4 yrs) with overweight or obesity underwent 8-week supervised endurance exercise 31h/week at 80% vo2peak.',obesity,b'- sedentary participants yrs overweight obesity underwent -week supervised endurance exercise h/week vopeak, sedentary overweight underwent,- sedentary participant yr overweight obesity underwent -week supervised endurance exercise h/week vopeak,0.0,0.0,Neutral
4915,"b""will canada follow the u.s.'s aggressive new approach to treat childhood obesity? https://t.co/htnkaijwxt""",obesity,b '' canada follow u.s. 's aggressive new approach treat childhood obesity,canada aggressive new,`` canada follow u.s. 's aggressive new approach treat childhood obesity,0.45454545454545453,0.13636363636363635,Positive
4916,b'@fearlimit body positivity is a very recent trend and has nothing to do with the drastic rise in obesity in the pas... https://t.co/ttwlnyiwhg',obesity,b body positivity recent trend nothing drastic rise obesity pas ...,recent drastic,body positivity recent trend nothing drastic rise obesity pa ...,0.25,0.0,Neutral
4917,b'@emman0147 @uncensoredpromo obesity in the make !',obesity,b obesity make,,obesity make,0.0,0.0,Neutral
4918,"b""@cp24 who'd think that bad food can cause obesity?  wow.  breaking stuff.""",obesity,b '' 'd think bad food cause obesity wow breaking stuff '','d bad,`` 'd think bad food cause obesity wow breaking stuff ``,0.8333333333333333,-0.29999999999999993,Negative
4919,b'rt : (@cbsmiami)loneliness is thought to be as dangerous for your health as obesity or substance abuse. it can have... https://t.co/m6unovrm56',obesity,b'rt loneliness thought dangerous health obesity substance abuse ...,dangerous, loneliness thought dangerous health obesity substance abuse ...,0.9,-0.6,Negative
4920,b'@advobarryroux to be honest not everybody wants to see this.... obesity is not healthy and thats the fact..',obesity,b honest everybody wants see .... obesity healthy thats fact ..,.... healthy,honest everybody want see .... obesity healthy thats fact ..,0.7,0.55,Positive
4921,"b'eating #ultraprocessed foods can increase your risk of #obesity, #type2diabetes, developing #cancer, and many other... https://t.co/tm2fqrtw9y'",obesity,b'eating ultraprocessed foods increase risk obesity typediabetes developing cancer many ...,ultraprocessed many,eating ultraprocessed food increase risk obesity typediabetes developing cancer many ...,0.5,0.5,Positive
4922,"b""self love isn't loving your obesity. it's loving yourself enough to fix it""",obesity,b '' self love n't loving obesity 's loving enough fix '',enough,`` self love n't loving obesity 's loving enough fix ``,0.75,0.42500000000000004,Positive
4923,b'rt @jackmurphylive: strong evidence suggested a positive association between viral infection and obesity.\n\nadenovirus 36 prevalence and a...',obesity,b'rt strong evidence suggested positive association viral infection obesity.\n\nadenovirus prevalence ...,strong positive viral, strong evidence suggested positive association viral infection obesity.\n\nadenovirus prevalence ...,0.6393939393939394,0.33030303030303027,Positive
4924,b'strong evidence suggested a positive association between viral infection and obesity.\n\nadenovirus 36 prevalence a... https://t.co/uuuo3fccix',obesity,b'strong evidence suggested positive association viral infection obesity.\n\nadenovirus prevalence ...,strong positive viral,strong evidence suggested positive association viral infection obesity.\n\nadenovirus prevalence ...,0.6393939393939394,0.33030303030303027,Positive
4925,b'#wheelchair market to rise to us$ 7.9 bn during forecast to 2032. growing #obesity #epidemic driving rise of... https://t.co/y25e3yi7ki',obesity,b'wheelchair market rise us bn forecast growing obesity epidemic driving rise ...,obesity epidemic,wheelchair market rise u bn forecast growing obesity epidemic driving rise ...,0.0,0.0,Neutral
4926,"b'@gemini_twitch @fitfounder article addresses:\n\n- heart disease\n- cancer, including skin\n- obesity\n- fatty liver\n- a... https://t.co/vynqmtkzer'",obesity,b article addresses \n\n- heart disease\n- cancer including skin\n- obesity\n- fatty liver\n- ...,   disease  skin  obesity  fatty,article address \n\n- headisease\n- cancer including skin\n- obesity\n- fatty liver\n- ...,0.4,-0.2,Negative
4927,"b'@morning_joe disappointed in joes promotion for coke which is killing americans with its sugar water.  obesity, de... https://t.co/839jt5o7y5'",obesity,b disappointed joes promotion coke killing americans sugar water obesity de ...,sugar,disappointed joes promotion coke killing american sugar water obesity de ...,0.375,-0.375,Negative
4928,"b""@ap didn't you just run a story about the obesity problem? you blamed climate change, as i recall.""",obesity,b '' n't run story obesity problem blamed climate change recall '',climate,`` n't run story obesity problem blamed climate change recall ``,0.0,0.0,Neutral
4929,b'ultra-processed food can increase risk of obesity &amp; type 2 diabetes; know ways to curb those cravings - india tv ne... https://t.co/sodg7miukw',obesity,b'ultra-processed food increase risk obesity amp type diabetes know ways curb cravings india tv ne ...,ultraprocessed india,ultra-processed food increase risk obesity amp type diabetes know way curcraving india tv ne ...,0.0,0.0,Neutral
4930,b'@philipgreenspun @theeconomist obesity isnt something a doctor can fix.',obesity,b obesity isnt something doctor fix,,obesity isnt something doctor fix,0.0,0.0,Neutral
4931,"b""obesity to diabetes to cancer: its up to you | nature's real health https://t.co/hehi8q4t4d""",obesity,b '' obesity diabetes cancer nature 's real health,real,`` obesity diabetes cancer nature 's real health,0.30000000000000004,0.2,Positive
4932,"b'nad augmentation in older adults with overweight or obesity markedly reduced total ldl cholesterol, body weight, an... https://t.co/wfi9nbbpxf'",obesity,b'nad augmentation older adults overweight obesity markedly reduced total ldl cholesterol body weight ...,overweight total,nad augmentation older adult overweight obesity markedly reduced total ldl cholesterol body weight ...,0.49583333333333335,0.09166666666666667,Positive
