,id,Time,Tweet,Processed_Tweets,tags
23270,1453800193606881286,2023-02-14 14:25:28+00:00,"b'reports out show that child obesity is down. thank you @michelleobama\n\nbut remember, when she was trying to save ch... https://t.co/txlweireqk'","b'reportsshowchildobesity.thank\n\nbutremember,tryingsavech...",obesity
23271,1297631394747887616,2023-02-14 14:23:03+00:00,b'it is a wrong statement to say you want to combat obesity.\nmore will starve to death trying to comply.\ntell you wan... https://t.co/y5l47nrmkc',b'itwrongstatementsaywantcombatobesity.\nmorestarvedeathtryingcomply.\ntellwan...,obesity
23272,61338473,2023-02-14 14:22:56+00:00,"b""@bodyfirst_pt @drhoenderkamp you sound like you're describing morbid obesity. someone with a dad bod is simply a gu... https://t.co/qvr0tajbpx""",b''soundlike'redescribingmorbidobesity.someonedadbodsimplygu...,obesity
23273,1476575434456375301,2023-02-14 14:22:13+00:00,"b'@bazzacc woke = critical race theory, and all the other similar theories around gender, sex, obesity, etc.'","b'woke=criticalracetheory,similartheoriesaroundgender,sex,obesity,etc.'",obesity
23276,632338298,2023-02-14 14:20:37+00:00,b'are everyday chemicals contributing to global obesity?@chemistryworld #obesogens https://t.co/fjguhzglwp',b'areeverydaychemicalscontributingglobalobesity?obesogens,obesity
23278,1607207454118395904,2023-02-14 14:16:31+00:00,b'@popbase obesity',b'obesity',obesity
23279,491610765,2023-02-14 14:16:16+00:00,b'study hints healthier school lunch can reduce obesity #nutrition via https://t.co/zzkfbz7vyp https://t.co/iqe50ypdn9',b'studyhintshealthierschoollunchreduceobesitynutritionvia,obesity
23281,1609925704379994112,2023-02-14 14:15:16+00:00,"b""@shesanneally @mickeyscigss @skinnyslaying it's not rare honestly, this is why childhood obesity is at its highest""","b'''srarehonestly,childhoodobesityhighest''",obesity
23282,15832179,2023-02-14 14:15:00+00:00,b'there is hope for treating cancer and childhood obesity thanks to a recently-discovered metabolic switch. https://t.co/r8cyqafvqy',b'therehopetreatingcancerchildhoodobesitythanksrecently-discoveredmetabolicswitch.,obesity
23284,896823706831466498,2023-02-14 14:13:06+00:00,"b'rt @kanthan2030: before 1980, two things were extremely rare in the us and the world:\n\n1) obesity in children\n\n2) morbid or extreme obesity...'","b'rt:,twothingsextremelyrareusworld:\n\n)obesitychildren\n\n)morbidextremeobesity...'",obesity
23285,4503491,2023-02-14 14:12:17+00:00,b'@logansolsun obesity and pre-diabetes is a risk factor in long covid. without large studies controlling for obesity... https://t.co/mwq6avzwty',b'obesitypre-diabetesriskfactorlongcovid.withoutlargestudiescontrollingobesity...,obesity
23286,1045805402456240128,2023-02-14 14:12:02+00:00,b'@ravirndtheworld @bigclasstraitor @ranjeevpuri am i doing this right?\n\ntake away cookies take away obesity\ntake awa... https://t.co/nxedf9uk19',b'right?\n\ntakeawaycookiestakeawayobesity\ntakeawa...,obesity
23288,1213539701111451649,2023-02-14 14:11:56+00:00,"b'@_fels1 just a confusing enquiry, is obesity pert of a police make up or, just that they tend to have that stomach.... https://t.co/yarzs1xz8r'","b'confusingenquiry,obesitypertpolicemake,tendstomach....",obesity
23289,1374364782350983170,2023-02-14 14:10:26+00:00,b'@lead_coalition @drfhamilton @psychtoday @cdcgov obesity is my sidekick. working on it.',b'obesitysidekick.working.',obesity
23291,799734384387493888,2023-02-14 14:09:54+00:00,"b""rt @obesityaction: in oac's upcoming health talk, katherine h. saunders, md, dabom, will talk about the benefits of telemedicine, how it ca...""","b''rt:oac'supcominghealthtalk,katherineh.saunders,md,dabom,talkbenefitstelemedicine,ca...''",obesity
23292,1573261199956881409,2023-02-14 14:09:52+00:00,"b'as canada struggles with how to fight childhood obesity, the united states is getting aggressive | radio-canada news https://t.co/xvdle9hmbc'","b'ascanadastrugglesfightchildhoodobesity,unitedstatesgettingaggressive|radio-canadanews",obesity
23299,1906674608,2023-02-14 14:07:14+00:00,b'#ifso # world obesity obesity https://t.co/clvw7d6dwk',b'ifsoworldobesityobesity,obesity
23301,1601162855805599752,2023-02-14 14:06:48+00:00,"b'the efficiency of lifestyle intervention, orlistat, and experimental diet therapy in patients with obesity and meta... https://t.co/k4w57tb27s'","b'theefficiencylifestyleintervention,orlistat,experimentaldiettherapypatientsobesitymeta...",obesity
23302,799734384387493888,2023-02-14 14:06:37+00:00,"b""rt @vindicomeded: you'll love these #cme credits! stay up to date on the latest clinical data on obesity and the impact of weight loss on c...""",b''rt:'lllovecmecredits!staydatelatestclinicaldataobesityimpactweightlossc...'',obesity
23303,55643339,2023-02-14 14:06:17+00:00,"b'@nancylea28 imagine if a clinic said similar to someone with obesity: ""do you realistically expect them to admit ac... https://t.co/bhxud31eer'",b'imagineclinicsaidsimilarsomeoneobesity:``realisticallyexpectadmitac...,obesity
23304,1612664235645112322,2023-02-14 14:06:10+00:00,b'rt @thehinduscience: a canadian endocrinologist whose research has helped develop therapies for diabetes and obesity and three chemists who...',b'rt:canadianendocrinologistwhoseresearchhelpeddeveloptherapiesdiabetesobesitythreechemists...',obesity
23306,2278797494,2023-02-14 14:05:12+00:00,b'rt @wish_tv: a 2010 federal law that boosted nutrition standards for school meals may have begun to help slow the rise in obesity among ame...',b'rt:federallawboostednutritionstandardsschoolmealsmaybegunhelpslowriseobesityamongame...',obesity
23308,130227647,2023-02-14 14:05:02+00:00,"b""you'll love these #cme credits! stay up to date on the latest clinical data on obesity and the impact of weight los... https://t.co/h9ofclmomm""",b'''lllovecmecredits!staydatelatestclinicaldataobesityimpactweightlos...,obesity
23309,3068933499,2023-02-14 14:04:50+00:00,b'anti-obesity drugs or surgery now advised for some us children https://t.co/nzqb0s49uw',b'anti-obesitydrugssurgeryadviseduschildren,obesity
23310,87071775,2023-02-14 14:04:13+00:00,b'state of the balloonion: sicker &amp; fatter\n\n#obesity #covid19 #pandemicweight #diabetes https://t.co/18r9rglcpx',b'stateballoonion:sicker&amp;fatter\n\nobesitycovidpandemicweightdiabetes,obesity
23311,1906674608,2023-02-14 14:04:12+00:00,b'rt @mahendralodha2: we are in process of designing  t shirt for world obesity day',b'rt:processdesigningshirtworldobesityday',obesity
23312,1226632219483045889,2023-02-14 14:04:05+00:00,"b'according to the world health organization, more than 1 billion people worldwide suffer from obesity. 650 million a... https://t.co/p8dwpkbqpq'","b'accordingworldhealthorganization,billionpeopleworldwidesufferobesity.million...",obesity
23313,1906674608,2023-02-14 14:04:01+00:00,b'we are in process of designing  t shirt for world obesity day',b'weprocessdesigningshirtworldobesityday',obesity
23316,1326931094797758465,2023-02-14 14:03:05+00:00,b'@emilio2763 @patrioticpizzas obesity in the healthcare industry is ridiculous even if they arent evil!',b'obesityhealthcareindustryridiculousevenarentevil!',obesity
23317,2341064798,2023-02-14 14:02:51+00:00,b'a shift in treating childhood obesity in the u.s. focuses on early interventions and can involve weight-loss drugs... https://t.co/0kmr8gbidq',b'shifttreatingchildhoodobesityu.s.focusesearlyinterventionsinvolveweight-lossdrugs...,obesity
23318,1467589348669468682,2023-02-14 14:02:32+00:00,"b'call  me for details on how to break the generational curse of diabetes, heart  disease, cancer and obesity!... https://t.co/mja4ztjrmw'","b'calldetailsbreakgenerationalcursediabetes,heartdisease,cancerobesity!...",obesity
23319,1016155964473520128,2023-02-14 14:02:05+00:00,b'work with the following dieting tool that will help eliminate a lot of your obesity rather quickly and revive wellb... https://t.co/sq9mwv3jyi',b'workfollowingdietingtoolhelpeliminatelotobesityratherquicklyrevivewellb...,obesity
23320,1581616079100674048,2023-02-14 14:02:01+00:00,"b'@drcharliefraud i see why this tool took the vaccine, fear due to obesity and his health issues, if thats even his picture.'","b'seetooltookvaccine,feardueobesityhealthissues,thatsevenpicture.'",obesity
23321,1561798003429707777,2023-02-14 14:01:48+00:00,"b'@stephaniee827 @gendeburts @sneako correct, that is why we need to focus on the obesity epidemic. i used to weigh 2... https://t.co/riwilgdlfh'","b'correct,needfocusobesityepidemic.usedweigh...",obesity
23322,126666154,2023-02-14 14:00:52+00:00,"b'tooth decay, #sugar and obesity\n\nhazel coey considers the dental nurses role in #patient #education on #diet and... https://t.co/q9qapxrho1'","b'toothdecay,sugarobesity\n\nhazelcoeyconsidersdentalnursesrolepatienteducationdiet...",obesity
23323,508641637,2023-02-14 14:00:47+00:00,b'the ingestion of #lacticacidbacteria may become a potential adjunctive treatment for #obesity in the future.\n\nlearn... https://t.co/hojm5qt3dm',b'theingestionlacticacidbacteriamaybecomepotentialadjunctivetreatmentobesityfuture.\n\nlearn...,obesity
23324,1410314598813638656,2023-02-14 14:00:28+00:00,"b""if you haven't heard yet, clearmind is proud to host professor tam to discuss the challenges of obesity, and the pr... https://t.co/feouq1mr7z""","b''n'theardyet,clearmindproudhostprofessortamdiscusschallengesobesity,pr...",obesity
23325,6433472,2023-02-14 14:00:26+00:00,b'a shift in treating childhood obesity in the u.s. focuses on early interventions and can involve weight-loss drugs... https://t.co/lnphtpmpee',b'shifttreatingchildhoodobesityu.s.focusesearlyinterventionsinvolveweight-lossdrugs...,obesity
23328,377517489,2023-02-14 14:00:03+00:00,"b'we break down the first ever guidelines for treating, not just preventing, childhood #obesity. https://t.co/hkdq4tgmab'","b'webreakfirsteverguidelinestreating,preventing,childhoodobesity.",obesity
23329,88015264,2023-02-14 13:59:46+00:00,b'interesting contributor of obesity!\n\na common virus\n\n@mike_lustgarten https://t.co/dyppxwyfrj',b'interestingcontributorobesity!\n\nacommonvirus\n\n,obesity
23330,1561798003429707777,2023-02-14 13:59:10+00:00,"b'@win98tech nahh, he is right. america needs to do something about the obesity epidemic. its killing us.'","b'nahh,right.americaneedssomethingobesityepidemic.killingus.'",obesity
23331,883725686359379968,2023-02-14 13:59:07+00:00,"b'#dogs obesity is one of the most preventable issues with dogs, this may help https://t.co/dvpasid9fi https://t.co/6wz0qql1yj'","b'dogsobesityonepreventableissuesdogs,mayhelp",obesity
23332,489295715,2023-02-14 13:59:02+00:00,b'@nwiebewiebe this post was not about the causes of obesity though.',b'postcausesobesitythough.',obesity
23334,1591605358102908928,2023-02-14 13:57:04+00:00,"b'@nytimes wheat , sugar &amp; oil cause obesity.'","b'wheat,sugar&amp;oilcauseobesity.'",obesity
23335,912377157531394049,2023-02-14 13:56:58+00:00,"b'@johnpavlovitz also, forks and spoons cause obesity. we should ban forks and spoons.'","b'also,forksspoonscauseobesity.banforksspoons.'",obesity
23336,17672783,2023-02-14 13:56:40+00:00,"b'in fighting the claim that obesity should be considered a disability under state law, taubes said, the attorney gen... https://t.co/yy50cxpk9t'","b'infightingclaimobesityconsidereddisabilitystatelaw,taubessaid,attorneygen...",obesity
23337,708331648530653185,2023-02-14 13:56:19+00:00,"b'it\'s the same with #obesity. it\'s not healthy and is not to be celebrated under ""body positivity""...\n\nbut, to solve... https://t.co/jvdbqcsx6r'","b'it\'sobesity.it\'shealthycelebrated``bodypositivity''...\n\nbut,solve...",obesity
23338,437112346,2023-02-14 13:55:33+00:00,"b'@firestorm2343 @ursulav @thefatdoctoruk i mean....come on.\n\nany real, legitimate treatment for obesity would be lik... https://t.co/tuntjuligc'","b'mean....comeon.\n\nanyreal,legitimatetreatmentobesitywouldlik...",obesity
23339,886960699,2023-02-14 13:55:18+00:00,b'rt @dorothymdavisnp: pediatric obesitya looming problem for the pediatric population | pediatric annals \n\nprimary care is the first line...',b'rt:pediatricobesityaloomingproblempediatricpopulation|pediatricannals\n\nprimarycarefirstline...',obesity
23341,917127740507254784,2023-02-14 13:53:59+00:00,b'rt @masculine_king: look around and youll see:\n\n- illness\n- obesity\n- weakness\n\nbecome high-value by being:\n\n- fit\n- smart\n- healthy\n\nmake...',b'rt:lookaroundyoullsee:\n\n-illness\n-obesity\n-weakness\n\nbecomehigh-value:\n\n-fit\n-smart\n-healthy\n\nmake...',obesity
23344,2785222450,2023-02-14 13:53:00+00:00,b'#wheelchair market to rise to us$ 7.9 bn during forecast to 2032. growing #obesity #epidemic driving rise of... https://t.co/9feh2gag4o',b'wheelchairmarketriseus$.bnforecast.growingobesityepidemicdrivingrise...,obesity
23345,1955565661,2023-02-14 13:52:52+00:00,b'@filmupdates my question is not obesity part but actually........why do we feel the need to suddenly make things in... https://t.co/tvytxxfp2z',b'questionobesitypartactually........feelneedsuddenlymakethings...,obesity
23348,1096440458119708673,2023-02-14 13:52:18+00:00,"b'@easoobesity we do not need more obesity stigma, we need support for #addressingobesitytogether #worldobesityday #obesitydayeurope'","b'needobesitystigma,needsupportaddressingobesitytogetherworldobesitydayobesitydayeurope'",obesity
23351,30953058,2023-02-14 13:49:58+00:00,b'rt @robertkennedyjr: aap misses real culprits behind obesity epidemic. buffet + gates vertically integrated corn syrup by investing in food...',b'rt:aapmissesrealculpritsbehindobesityepidemic.buffet+gatesverticallyintegratedcornsyrupinvestingfood...',obesity
23352,25138692,2023-02-14 13:48:21+00:00,b'treatment of #obesity and #mafld with a diet or orlistat: a randomized controlled trial @ajcnutrition https://t.co/16qep9ncvw',b'treatmentobesitymaflddietorlistat:randomizedcontrolledtrial,obesity
23354,1087419287680270336,2023-02-14 13:47:49+00:00,b'@matthewdmarsden obesity',b'obesity',obesity
23356,17391072,2023-02-14 13:44:29+00:00,"b'rt @jburnmurdoch: so ill sign off with my own column on the topic, from earlier this year.\n\nobesity shows us primarily what is being done...'","b'rt:illsigncolumntopic,earlieryear.\n\nobesityshowsusprimarilydone...'",obesity
23358,1354225845708201984,2023-02-14 13:42:16+00:00,b'rt @abhanari1: study hints healthier school lunch can reduce obesity #nutrition via https://t.co/vlil8akvem https://t.co/bc7td9paei',b'rt:studyhintshealthierschoollunchreduceobesitynutritionvia,obesity
23359,1525966995082051589,2023-02-14 13:41:06+00:00,"b'you weigh 374lbs. thats a bmi of 50.7, well into class iii obesity. \n\nhe looks at you with pity, he can smell th... https://t.co/qwfvpbezls'","b'youweighlbs.thatsbmi.,wellclassiiiobesity.\n\nhelookspity,smellth...",obesity
23360,2733550105,2023-02-14 13:41:02+00:00,"b""rt @calleymeans: this is evil. \n\n@askdrfatima accepted money from @novonordisk and then went on 60 minutes to say obesity isn't the result...""",b''rt:evil.\n\nacceptedmoneywentminutessayobesityn'tresult...'',obesity
23361,1091646089084600321,2023-02-14 13:40:46+00:00,"b'@rottenindenmark i read something interesting recently, that obesity is up *across species* and not just in humans,... https://t.co/qunokoawz6'","b'readsomethinginterestingrecently,obesity*acrossspecies*humans,...",obesity
23362,16303480,2023-02-14 13:39:21+00:00,"b'@hubnutvids bloody tories again, reducing our sugar levels, protecting our kids from obesity and diabetes...'","b'bloodytories,reducingsugarlevels,protectingkidsobesitydiabetes...'",obesity
23363,1472701162768023557,2023-02-14 13:36:02+00:00,b'@alpacaaurelius false. facebook started the obesity epidemic',b'false.facebookstartedobesityepidemic',obesity
23364,82512057,2023-02-14 13:35:44+00:00,b'is obesity a disability? ct case involving corrections officer could decide... https://t.co/ryacwcm2zi',b'isobesitydisability?ctcaseinvolvingcorrectionsofficercoulddecide...,obesity
23367,394029528,2023-02-14 13:31:13+00:00,"b'living in a country where obesity is on the rise and skinny jeans are becoming a fad, i fear for the future.'","b'livingcountryobesityriseskinnyjeansbecomingfad,fearfuture.'",obesity
23373,608780064,2023-02-14 13:28:29+00:00,"b'last i checked top causes of death are cardiovascular diseases, diabetes, cancer, obesity, and other chronic disea... https://t.co/vexnstkovi'","b'lastcheckedtopcausesdeathcardiovasculardiseases,diabetes,cancer,obesity,chronicdisea...",obesity
23374,852788082935857152,2023-02-14 13:27:47+00:00,b'if i was overweight id rather wear a regular fit than this tailored fit to compliment my obesity https://t.co/decydc1zye',b'ifoverweightidratherwearregularfittailoredfitcomplimentobesity,obesity
23375,1587209268293505024,2023-02-14 13:26:03+00:00,b'@cp24 they had to do a study to determine healthy food reduced obesity? what a revelation!!!!',b'studydeterminehealthyfoodreducedobesity?revelation!!!!',obesity
23376,1354035059339059200,2023-02-14 13:22:49+00:00,"b'glorifying obesity isn\'t being ""body positive,"" it is being health negative and death positive.'","b'glorifyingobesityisn\'t``bodypositive,''healthnegativedeathpositive.'",obesity
23377,2746109178,2023-02-14 13:22:00+00:00,b'ben tohar et al found that adolescent obesity in mice has long-term effects on bone geometry. in trabecular archite... https://t.co/cfn9j3sugo',b'bentoharetalfoundadolescentobesitymicelong-termeffectsbonegeometry.trabeculararchite...,obesity
23380,240970564,2023-02-14 13:21:00+00:00,b'obesity is over https://t.co/uxblhmpeef',b'obesity,obesity
23382,1586337281690013697,2023-02-14 13:19:26+00:00,"b'@joebiden leading the world.  thats rich.  in what, rates of obesity?  fentanyl ods?  censorship?  levels of wok... https://t.co/67odm5h16g'","b'leadingworld.thatsrich.,ratesobesity?fentanylods?censorship?levelswok...",obesity
23385,1207639607917064192,2023-02-14 13:18:41+00:00,"b'i want to not believe this....but go to a beach, any us beach. its bad. \n\nwe know plastics cause obesity, experts... https://t.co/yqmy5lqllz'","b'wantbelieve....gobeach,usbeach.bad.\n\nweknowplasticscauseobesity,experts...",obesity
23386,860966125,2023-02-14 13:18:06+00:00,b'@womenpostingls overweight and obesity are the fifth leading risk for global deaths. at least 2.8 million adults d... https://t.co/vxkpghgduo',b'overweightobesityfifthleadingriskglobaldeaths.least.millionadults...,obesity
23387,1405648555667345408,2023-02-14 13:16:53+00:00,b'@backtolife_2023 leading to higher obesity rates freeing up land for invasion? no more steak for the forced herbivo... https://t.co/dcn7cxp9qw',b'leadinghigherobesityratesfreeinglandinvasion?steakforcedherbivo...,obesity
23388,1543462489958281216,2023-02-14 13:16:48+00:00,"b'rt @themahakinsan: the simpler the food, the less our thoughts are agitated. fried food causes obesity and diseases. saint gurmeet ram rahi...'","b'rt:simplerfood,lessthoughtsagitated.friedfoodcausesobesitydiseases.saintgurmeetramrahi...'",obesity
23391,616206451,2023-02-14 13:12:16+00:00,"b'i  having an open  fireside chat with obesity medicine association president dr. angela fitch md, facp, foma, di... https://t.co/xs7xwyoyne'","b'openfiresidechatobesitymedicineassociationpresidentdr.angelafitchmd,facp,foma,di...",obesity
23392,80957283,2023-02-14 13:12:09+00:00,b'rt @connpost: is obesity a disability? ct case involving corrections officer could decide https://t.co/dxlxeiewbt',b'rt:obesitydisability?ctcaseinvolvingcorrectionsofficercoulddecide,obesity
23393,1059871261092929537,2023-02-14 13:11:18+00:00,"b'in the 1950s americans were eating ~4000 calories a day from ice cream, sugar, meat, fat, jello, bread and obesity... https://t.co/d1uttfhyvj'","b'inamericanseating~caloriesdayicecream,sugar,meat,fat,jello,breadobesity...",obesity
23394,437121119,2023-02-14 13:10:52+00:00,b'@drloupis obesity is not something to brag about.',b'obesitysomethingbrag.',obesity
23396,36583219,2023-02-14 13:10:32+00:00,"b""now let's write a bill to force insurance companies to acknowledge obesity as a disease and to add medicine to thei... https://t.co/eo0xavl6kb""",b''let'swritebillforceinsurancecompaniesacknowledgeobesitydiseaseaddmedicinethei...,obesity
23397,1488177823273660418,2023-02-14 13:10:29+00:00,b'@jonbonzeye @guhreenti @kozykara @shytamius @snoozebuttontv @zraven8 @maximum_obesity @thenoopp @ladylilithena of c... https://t.co/ebotwid76x',b'c...,obesity
23399,302784992,2023-02-14 13:09:08+00:00,b'rt @createngland: the obesity was shocking back then.',b'rt:obesityshockingback.',obesity
23400,1585734031722876928,2023-02-14 13:08:53+00:00,"b'@relaxfactsrfun @thehill african americans have more obesity, teen pregnancies, spousal abuse, and stds than any other group.'","b'africanamericansobesity,teenpregnancies,spousalabuse,stdsgroup.'",obesity
23401,232578837,2023-02-14 13:08:09+00:00,"b'rt @amydee1001: obesity + food addiction robbed me of a lot; diabetes took my mother way too young.\nnow, devoting my life to helping others...'","b'rt:obesity+foodaddictionrobbedlot;diabetestookmotherwayyoung.\nnow,devotinglifehelpingothers...'",obesity
23402,1506231723742437376,2023-02-14 13:06:21+00:00,b'study hints healthier school lunch can reduce obesity #nutrition via https://t.co/vlil8akvem https://t.co/bc7td9paei',b'studyhintshealthierschoollunchreduceobesitynutritionvia,obesity
23403,1278336254065758209,2023-02-14 13:06:12+00:00,"b'rt @bookclubpro1: unlike other diet books, the obesity code focuses on the role of hormones in the obesity crisis that seems impossible to...'","b'rt:unlikedietbooks,obesitycodefocusesrolehormonesobesitycrisisseemsimpossible...'",obesity
23405,818379037370437632,2023-02-14 13:04:22+00:00,"b'unlike other diet books, the obesity code focuses on the role of hormones in the obesity crisis that seems impossib... https://t.co/bawkcqbef7'","b'unlikedietbooks,obesitycodefocusesrolehormonesobesitycrisisseemsimpossib...",obesity
23407,1444541413589340164,2023-02-14 13:03:48+00:00,"b""@1m0y_aba @vaselinesnorter @sneako and telling them to not preach for something like obesity isn't a sin. (2/2)""",b''tellingpreachsomethinglikeobesityn'tsin.(/)'',obesity
23410,847928406012338176,2023-02-14 13:01:31+00:00,"b'rt @indiatvnews: eating #ultraprocessed foods can increase your risk of #obesity, #type2diabetes, developing #cancer, and many other diseas...'","b'rt:eatingultraprocessedfoodsincreaseriskobesity,typediabetes,developingcancer,manydiseas...'",obesity
23411,883725686359379968,2023-02-14 13:01:29+00:00,"b'#dogs obesity is one of the most preventable issues with dogs, this may help https://t.co/dvpasicbpk https://t.co/fmw0nyt0jy'","b'dogsobesityonepreventableissuesdogs,mayhelp",obesity
23412,878225382322864129,2023-02-14 13:01:21+00:00,b'- sedentary participants (27  4 yrs) with overweight or obesity underwent 8-week supervised endurance exercise 31h/week at 80% vo2peak.',b'-sedentaryparticipants(yrs)overweightobesityunderwent-weeksupervisedenduranceexerciseh/week%vopeak.',obesity
23413,1265355953563529216,2023-02-14 13:00:28+00:00,"b""will canada follow the u.s.'s aggressive new approach to treat childhood obesity? https://t.co/htnkaijwxt""",b''canadafollowu.s.'saggressivenewapproachtreatchildhoodobesity?,obesity
23416,1496019592904581125,2023-02-14 13:00:01+00:00,b'@fearlimit body positivity is a very recent trend and has nothing to do with the drastic rise in obesity in the pas... https://t.co/ttwlnyiwhg',b'bodypositivityrecenttrendnothingdrasticriseobesitypas...,obesity
23418,352206587,2023-02-14 12:59:46+00:00,b'@emman0147 @uncensoredpromo obesity in the make !',b'obesitymake!',obesity
23419,1952830723,2023-02-14 12:59:45+00:00,"b""@cp24 who'd think that bad food can cause obesity?  wow.  breaking stuff.""",b'''dthinkbadfoodcauseobesity?wow.breakingstuff.'',obesity
23420,40785155,2023-02-14 12:57:44+00:00,b'rt : (@cbsmiami)loneliness is thought to be as dangerous for your health as obesity or substance abuse. it can have... https://t.co/m6unovrm56',b'rt:()lonelinessthoughtdangeroushealthobesitysubstanceabuse....,obesity
23421,1009616560628133889,2023-02-14 12:57:34+00:00,b'@advobarryroux to be honest not everybody wants to see this.... obesity is not healthy and thats the fact..',b'honesteverybodywantssee....obesityhealthythatsfact..',obesity
23422,34245009,2023-02-14 12:56:42+00:00,"b'eating #ultraprocessed foods can increase your risk of #obesity, #type2diabetes, developing #cancer, and many other... https://t.co/tm2fqrtw9y'","b'eatingultraprocessedfoodsincreaseriskobesity,typediabetes,developingcancer,many...",obesity
23423,4876296574,2023-02-14 12:56:16+00:00,"b""self love isn't loving your obesity. it's loving yourself enough to fix it""",b''selfloven'tlovingobesity.'slovingenoughfix'',obesity
23424,64289567,2023-02-14 12:54:44+00:00,b'rt @jackmurphylive: strong evidence suggested a positive association between viral infection and obesity.\n\nadenovirus 36 prevalence and a...',b'rt:strongevidencesuggestedpositiveassociationviralinfectionobesity.\n\nadenovirusprevalence...',obesity
23426,3634508187,2023-02-14 12:53:24+00:00,b'strong evidence suggested a positive association between viral infection and obesity.\n\nadenovirus 36 prevalence a... https://t.co/uuuo3fccix',b'strongevidencesuggestedpositiveassociationviralinfectionobesity.\n\nadenovirusprevalence...,obesity
23427,2785222450,2023-02-14 12:53:00+00:00,b'#wheelchair market to rise to us$ 7.9 bn during forecast to 2032. growing #obesity #epidemic driving rise of... https://t.co/y25e3yi7ki',b'wheelchairmarketriseus$.bnforecast.growingobesityepidemicdrivingrise...,obesity
23428,1032760744629006336,2023-02-14 12:52:22+00:00,"b'@gemini_twitch @fitfounder article addresses:\n\n- heart disease\n- cancer, including skin\n- obesity\n- fatty liver\n- a... https://t.co/vynqmtkzer'","b'articleaddresses:\n\n-heartdisease\n-cancer,includingskin\n-obesity\n-fattyliver\n-...",obesity
23429,1607823049058914305,2023-02-14 12:51:30+00:00,"b'@morning_joe disappointed in joes promotion for coke which is killing americans with its sugar water.  obesity, de... https://t.co/839jt5o7y5'","b'disappointedjoespromotioncokekillingamericanssugarwater.obesity,de...",obesity
23433,1281262571966935040,2023-02-14 12:50:12+00:00,"b""@ap didn't you just run a story about the obesity problem? you blamed climate change, as i recall.""","b''n'trunstoryobesityproblem?blamedclimatechange,recall.''",obesity
23435,705021534067273729,2023-02-14 12:48:02+00:00,b'ultra-processed food can increase risk of obesity &amp; type 2 diabetes; know ways to curb those cravings - india tv ne... https://t.co/sodg7miukw',b'ultra-processedfoodincreaseriskobesity&amp;typediabetes;knowwayscurbcravings-indiatvne...,obesity
23436,31333996,2023-02-14 12:47:18+00:00,b'@philipgreenspun @theeconomist obesity isnt something a doctor can fix.',b'obesityisntsomethingdoctorfix.',obesity
23437,1279228962,2023-02-14 12:44:17+00:00,"b""obesity to diabetes to cancer: its up to you | nature's real health https://t.co/hehi8q4t4d""",b''obesitydiabetescancer:|nature'srealhealth,obesity
23440,231723912,2023-02-14 12:43:23+00:00,"b'nad augmentation in older adults with overweight or obesity markedly reduced total ldl cholesterol, body weight, an... https://t.co/wfi9nbbpxf'","b'nadaugmentationolderadultsoverweightobesitymarkedlyreducedtotalldlcholesterol,bodyweight,...",obesity
23441,1533134523940188160,2023-02-14 12:43:16+00:00,b'literally omg its so funny when theres some video of an obese person eating &amp; theyre like stop promoting obesity... https://t.co/rrmb3cmxt6',b'literallyomgfunnytheresvideoobesepersoneating&amp;theyrelikestoppromotingobesity...,obesity
23442,20253585,2023-02-14 12:43:16+00:00,"b'rt @01core_ben: this really is absolutely insane when you think about it. obesity is one of the primary causes of chronic illnesses, which...'","b'rt:reallyabsolutelyinsanethink.obesityoneprimarycauseschronicillnesses,...'",obesity
23444,1199944694735626242,2023-02-14 12:42:01+00:00,b'@sassy_soul_ @idliology sudden surge in enquiry for weightgain plans  \n#obesity is neither healthy nor attractive.... https://t.co/pwdqofvnkl',b'suddensurgeenquiryweightgainplans\nobesityneitherhealthyattractive....,obesity
23445,1213054157130588160,2023-02-14 12:38:20+00:00,b'the obesity problem will go away quickly if we stop accepting these cookies on every website we visit.',b'theobesityproblemgoawayquicklystopacceptingcookieseverywebsitevisit.',obesity
23448,193891036,2023-02-14 12:36:35+00:00,"b'@beachlife321x @oliveneverdown @obepraisegod @tampa_joe_813 @govrondesantis thats not freedom, its obesity!'","b'thatsfreedom,obesity!'",obesity
23449,21474769,2023-02-14 12:36:33+00:00,b'study hints healthier school lunch can reduce obesity https://t.co/8hvmgafanw',b'studyhintshealthierschoollunchreduceobesity,obesity
23450,1587504727994023936,2023-02-14 12:35:52+00:00,b'me in class tomorrow making a speech on how childhood obesity is the parents fault https://t.co/em7glpszzo',b'meclasstomorrowmakingspeechchildhoodobesityparentsfault,obesity
23451,3230178572,2023-02-14 12:35:41+00:00,"b""bbc news - 'bike desks' combat obesity in mexico\ninteresting way to fight obesity in school kids https://t.co/syt1ync5zn""",b''bbcnews-'bikedesks'combatobesitymexico\ninterestingwayfightobesityschoolkids,obesity
23452,288956602,2023-02-14 12:35:40+00:00,b'its time to move towards solidarity and success in obesity action: https://t.co/y47eksevxh',b'itstimemovetowardssolidaritysuccessobesityaction:,obesity
23453,1568301565,2023-02-14 12:35:39+00:00,b'many professional associations recognise #obesity as a health challenge requiring chronic disease management. \n\nthi... https://t.co/ffpubquo1p',b'manyprofessionalassociationsrecogniseobesityhealthchallengerequiringchronicdiseasemanagement.\n\nthi...,obesity
