,tags,Cleaned_tweet,recommend,symptoms1
2870,stroke,got tied first time think hand behind back cutie used hand stroke ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2871,stroke,unilateral spatial neglect recovery poststroke stroke  aha journals  dec unilateral spatial neglect u ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2876,stroke, ground stroke speed average male amp female finalist spin rate vary little possibl ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2880,stroke,scum villain fan stroke rn,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2888,stroke,  hope shock n't turn stroke common nowadays please look health  ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2903,stroke, scrolling youtube shomight actually rotting brain think stroke trying understand fuck ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2904,stroke,  feel like 'm stroke fuck busta rhyme tierlist  ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2911,stroke, think act f.a.s.t see single one sign stroke  face face fallen one side ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2918,stroke,do think   disinformation misinformation   broad stroke label leaned heavily ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2920,stroke, whats take called hate speech called master stroke ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2922,stroke,  'm fucking stroke,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2929,stroke,asa sex difference seen use dual antiplatelet therapy minor stroke neurology advisor via brainsight ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2933,stroke,sugar intake associated increased risk headisease stroke fiber associated decreased r ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2941,stroke,unplayable lie drop w  stroke penalty wwbd rubofthegreen,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2945,stroke,  stroke font fucked twitter 's like blurry like 's smaller font 's ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2965,stroke,cognitive impairment memory loss common stroke approximately ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2966,stroke,february heahealth month   take small step prevent headisease stroke.  | get rest reduce ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2969,stroke,secret code message stroke genius,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2979,stroke,   rural emts amp others get improved education recognize treat stroke victim panew progr ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2983,stroke,encephalitis dangerous infection brain basically way stroke,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2989,stroke,  stroke n't mean rude coming acr ,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2994,stroke, poor woman prolly got heat stroke  one rally heat,"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
3558,flu,  's nothing like nasty stomach flu night puking intense nausea bring back reality hum   ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3560,flu,stomach flu valentine day ill end rn dont play,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3564,flu,the bird flu care   lor scoota feat shy glizzy bird flu via,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3570,flu,child died time flu killed fraction ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3571,flu, avian flu hit herefordshire pretty bad news considering concentration chicken turkey farm speaks n ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3574,flu, bill gate conceded new book covid worse seasonal flu mysterio ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3577,flu,flu kill annually covid killed alone,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3579,flu,bill gate conceded new book covid worse seasonal flu ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3586,flu,ive flu shot tetanus shot followed immediately helping heavy lifting,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3589,flu,bird flu funny come make biological warfare illegal use people,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3591,flu,flu kill ridiculous amount people ever year except   covid     did ev ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3597,flu,ebola swine flu covid omicron ufo earth quake catch fucking break please,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3609,flu, dead seal test positive bird flu scotland sea lion recently reported dead result ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3610,flu, sticking w kung flu nerve post crap loyalty tell ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3614,flu,sticking w kung flu nerve post crap loyalty tell yo ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3620,flu,  never forced take flu shot n't forced tak ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3623,flu,bruh gucci mane taking factual shit back bird flu wow,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3627,flu,chance might go little shesterkin get stomach flu,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3633,flu,yeah yeah  remove germ would eventually strengthen immune system. then wonder banal flu ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3634,flu,avian flu hit herefordshire pretty bad news considering concentration chicken turkey farm speaks ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3642,flu,could egg situation partly due avian flu,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3649,flu,also baby slept snuggle got super sick w flu wouldnt sleep ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3650,flu,chicken arent struggling lay egg shitload chicken culled due avian flu ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3652,flu,breakfast got pricier egg price surge jan. due worst bird flu outbreak u history food ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3653,flu,ever since covid spun block get flu like symptom every week something.  i tired,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3658,flu,  nope 's covid le serious flu,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3660,flu, update flu tapping worst one ive ever,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3661,flu,  today 's wrap agricultural issue    chicken culled bird flu outbreak poultry farm santa mari   ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3664,flu,bird flu killed million layer take month get new one laying size,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3666,flu,try please know strugggle sleeping day row get sick hectic flu try chamomile tea,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3673,flu,feel like war another flu like lockdown work wtf wtf wtf,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3674,flu,  remember esg credit score state meat chicken burned death fire bird flu ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3687,flu,  active shooter bird flu chinese spy 'm fuckery  ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3690,flu,  's flu rebranded. death number false due fraudulent use pcr test. t ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3692,flu,covid yet far per several recent repoflu bad year also wear mask stay ho ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3693,flu,bird flu expected mutate possibly kill human contract,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3695,flu,im either really getting old never flu shit fucked last week,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3696,flu,avian flu affecting chicken idea food plant rest actua ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3703,flu,obviously bird flu killing chicken political issue,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3707,flu,bird flu killing bird everywhere arent dead bird everywhere live middle ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3709,flu,really flu dangerous covid child mandate flu vaccine ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3720,flu,the one time celebrated valentine day relationship flu mad,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3728,flu, used whole page mask dont anything flu kid dont get sick covid said ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3735,flu,egg price surging amid nation worst ever outbreak deadly bird flu decimated chicken flock ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3746,flu,bird flu far lethal covid weaponized bird flu could get ugly still refus ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3749,flu,if create bird flu vaccine know unnecessary human contract unless theyre directly ex ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3751,flu, going drink dawa crazy behavior flu respect one,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3755,flu,omg ever survive terrible disease heard could bad flu,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3758,flu,  'm sorry say conservative flu mate 's rife past year come wae chill nae h ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3760,flu, happened year     outbreak bird flu    egg farm fire amp explosions   tainted chicken feed  net result million ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3761,flu,im sad missed opening  i got flu  i cant wait meet talk a,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3764,flu,what keto flu serious   finallyketo keto ketoflu,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3771,flu,my far   covid   stomach flu  car accident  i dont know make universe hate much bu ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3772,flu,  flu gotten worse ca n't breathe fuck  ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3779,flu,hey remember million poultry culled due   bird flu   back obama office k ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3780,flu,flu passed thru population already chicken survived till ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3783,flu,got worst stomache flu year barely breathe cause bloating constant shitting havent able ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3784,flu,remember backbone nerve inflammation made unable walk month taking flu shot,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3786,flu,covid shot also flu shot every year long ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3790,flu, spain galicia detected new case bird flu yellow legged gull found dead moras,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3792,flu,why global authority suddenly concerned bird flu might staspreading widely among human ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3795,flu,we need help want opinion subject like covid  flu public health learn bet ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3797,flu,how flu shot make yall feel im mad got ta get shit new johospital,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3806,flu,  million flu vaccine delivered across north east amp yorkshire     's late come forward fo   ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3818,flu,flu sound like sorry feeling like crap od citrus vitamin c ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3821,flu,cause hell flu mean ear infection fuck e ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3824,flu,cartel bombing would destroy usa nebulizer v rsv bird flu toxin narcissism behind train crash   cartels rsv ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3827,flu, whole story guy plane bird flu predictably fake,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3828,flu,sean omalley troll bryce mitchell thug nasty explains fought flu ufc mma ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3835,flu,highly contagious deadly avian flu wreaked havoc egg market constraining national egg supply th ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3847,flu,fuck flu,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3849,flu,fake .. ordinary flu ..,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3852,flu,kid kept school year flu kid already back dangerous chemical man made ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3858,flu,egg result bird flu decimating chicken population exacerbated bit ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3865,flu, flu game always answer,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3866,flu,flu game jordan dad copped pair elementary school rest history,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3870,flu,also important note bad strain avian flu going around decimated chicken far ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3871,flu,gehehehe flu sound awful hope go away quickly,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3872,flu,sick stomach flu valentine day hate day lol,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3880,flu,chickens dying avian flu dead chicken dont lay egg,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3882,flu,any latines wan na share flu remedy im currently dying,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3888,flu,  like flu mask ai n't stopping shit,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3890,flu,close capacity flu season question much worse bad flu year answer much,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3893,flu,  chicken struggling lay egg     dead chicken don\'t lay egg   avian flu type influenza ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3905,flu, uk experiencing worst flu season seven year evening standard  after disappeared last two,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3912,flu,flu game always answer,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3918,flu,another  least egg avian flu million bird died destroyed .,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3920,flu,going drink dawa crazy behavior flu respect one,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3928,flu,deadly flu multiple stain flu face death number ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3942,flu,im chest flu rep remember impossible tbh,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3946,flu,  first tricked deadly flu 're saying unknown flying object sky n't eat u   ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3949,flu, hcw whats long covid ive never heard xthen    blue state ton ppl sick w rsv flu amp c ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3952,flu,rank   jordan hungover flu game kobe ft tearing achilles rivers play every snap playoff game w ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3961,flu,jordan flu game,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3973,flu,boyfriend  he twitter amp he currently sick flu ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3975,flu,for day bedridden flu co worker infected people work sick ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3977,flu,le million chance inflammation wu flu puhlease worse w ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3984,flu,shit fake talking jordan flu game  never injured,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3988,flu,military funding vaccine research since spanish flu pandemic .,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3989,flu,called flu  flu always killed number manipulated car wreck cov ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3992,flu,if avian flu cause egg cost increase availability high one egg per day=one chicken .,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4000,flu,price country due supply demand bird flu ravaging egg producing hen ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4006,flu,sound like bad case bird flu,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4009,flu,  flu shot correct 'm wrong generally used people ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4018,flu,darling avian flu killed million chicken seems point finger yawn ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4021,flu, flu shot another piece worthless rubbish land dustbin history   its worth ri ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4029,flu,also mad pretending covid ended go get bird flu already leave rest u alone,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4033,flu,  've got asymptomatic long flu   but never noticed  ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4034,flu,listen lady nothing avian flu ive got chicken single ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4037,flu,celebrating evening staflu dirty maccers drug    ceo lameness pty ltd,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4040,flu,why fuck get stomach flu valentine day,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4041,flu,fake flu agian starting narrative biggest fake news medium planet cnn another attempt ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4043,flu,no different censoring people saying flu  government wrong shut,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4044,flu,uhoh flu week nasty,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4047,flu,bird flu around year joe biden america forced feed price ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4053,flu,  million bird died avian flu le chicken le egg supply demand n't ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4070,flu,  'm literally sick maybe flu idk 'm working ca n't breathe shit  ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4083,flu,  alyssa 's flu game 's historian calling one  ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4085,flu, breaking news  a new scientific study show face mask useless preventing transmission covid flu .,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4094,flu,spain galicia detected new case bird flu yellow legged gull found dead moras,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4097,flu,  million flu vaccine delivered across north east amp yorkshire     's late com ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4104,flu,  bet lasomewhere work hard mutate it  bird flu 'may mutate kill human ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4105,flu, hi ill put spoiler aleflu sought pretty bad ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4107,flu,stomach flu anime watch please bc im sick sailor moon,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4108,flu,thats fifty year stupid piss in the well conservative chicken coming home roost theyve got bird flu,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4116,flu,maga marsha learn economics covid slow down especially china bird flu ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4129,flu,this flu season horrible gosh,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4135,flu,mean flu,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4139,flu,yr ago working nursing home yes take flu shot sick day ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4140,flu,  another valentine year past 'm getting flu maybe 'll time year 's finger crossed h   ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4152,flu,people die flu every year people die people get sick magni ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4155,flu, avian flu linked death black bear mountain lion colorado adding growing list wildl ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4173,flu,the avian flu linked death black bear mountain lion colorado adding growing li ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4175,flu,vaccine space flu tax military lockdown conserve power,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4183,flu,  geesersncrypto last winter flu bug around 'm sick yet minute nervous giggle bell old th   ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4184,flu,avian flu excuse provided zero proof dead cow last ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4186,flu,hate someone mocking often flu mean hate often wan na get rid could,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4188,flu,  's hospital overload sarscov killed far people worst flu yes obv ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4194,flu,  maybe 'm stupid far n't gotten pcp noone gave damn gotten normal flu   ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4202,flu,people diabetes risk becoming ill get flu may need hospitalized stayi ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4203,flu,  century   strain akin   heavy flu season   like,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4204,flu,making example bad flu could kill logic like whats ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4205,flu,here.  i always got sick mandatory flu shot without testing put   e ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4208,flu,avian flu cause egg price rise trump covid killed million american,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4210,flu,bird flu continues spread mammal mean human wildlife via,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4211,flu,  geesersncrypto last winter flu bug around 'm sick yet minute nervous giggle bell old ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4212,flu,chicken struggling lay egg farmer kill million due avian flu order ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4215,flu,this flu got ta fucking go need clean laundry im damn weak cant anything,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4216,flu,mean repeating term kung flu literally nothing else course four year mean like,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4222,flu,  like bird flu amp foot amp mouth.  grow locust 'accidentally release destroy cr ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4226,flu,  median age people killed flu would assume 's quite similar although flu   ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4228,flu,dead fish get avian flu,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4235,flu,  caught flu amp bed binging film amp scrolling 'd like random thought    brand ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4239,flu,dont investigate avian flu killed may chicken didnt vote ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4240,flu,maybe hoax bad flu turned lot lie fear,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4241,flu,seems sudden chicken flu around world week    egg shortages   claim ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4247,flu,hcw whats long covid ive never heard xthen    blue state ton ppl sick w rsv flu ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4248,flu,drop flu people felt sick got covid test came ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4250,flu,michael jordan flu game wasnt flu year later found fo ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4252,flu,you know youre quite ill flu anymore still bitch clinging enough make ,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
4253,flu,stomach flu rn im craving taco bad,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
