,Tweet,tags,Cleaned_tweet,Subjectivity,Polarity,Sentiment,Noun_phrases,Adjectives,final
4845,b'we are in process of designing  t shirt for world obesity day',obesity,we process designing shiworld obesity day,0,0,Neutral,"['shiworld', 'obesity', 'day']",[],The Untethered Soul: The Journey Beyond Yourself by Michael A. Singer (book)
4846,b'@emilio2763 @patrioticpizzas obesity in the healthcare industry is ridiculous even if they arent evil!',obesity,obesity healthcare industry ridiculous even arent evil,1,-0.666666667,Negative,"['obesity', 'healthcare', 'industry']",['ridiculous'],Eat high fibre foods.
4847,b'a shift in treating childhood obesity in the u.s. focuses on early interventions and can involve weight-loss drugs... https://t.co/0kmr8gbidq',obesity,shift treating childhood obesity u.s. focus early intervention involve weight loss drug ,0.3,0.1,Positive,"['shift', 'childhood obesity u.s. focus', 'early intervention', 'weight loss', 'drug']","['childhood', 'obesity', 'u.s.', 'early', 'weight']",Flow: The Psychology of Optimal Experience by Mihaly Csikszentmihalyi (book)
4848,"b'call  me for details on how to break the generational curse of diabetes, heart  disease, cancer and obesity!... https://t.co/mja4ztjrmw'",obesity,call detail break generational curse diabetes headisease cancer obesity ,0,0,Neutral,"['call', 'detail', 'break', 'generational curse', 'headisease cancer', 'obesity']","['generational', 'headisease']",The Untethered Soul: The Journey Beyond Yourself by Michael A. Singer (book)
4849,b'work with the following dieting tool that will help eliminate a lot of your obesity rather quickly and revive wellb... https://t.co/sq9mwv3jyi',obesity,work following dieting tool help eliminate lot obesity rather quickly revive well,0.3,0.166666667,Positive,"['work', 'tool', 'help', 'lot']",[],The Power of Positive Thinking by Norman Vincent Peale (book)
4850,"b'@drcharliefraud i see why this tool took the vaccine, fear due to obesity and his health issues, if thats even his picture.'",obesity,see tool took vaccine fear due obesity health issue thats even picture,0.375,-0.125,Negative,"['vaccine', 'fear', 'due obesity', 'health', 'issue']","['tool', 'due']",Eat high fibre foods.
4851,"b'@stephaniee827 @gendeburts @sneako correct, that is why we need to focus on the obesity epidemic. i used to weigh 2... https://t.co/riwilgdlfh'",obesity,correct need focus obesity epidemic used weigh ,0,0,Neutral,"['obesity', 'weigh']",['correct'],The Untethered Soul: The Journey Beyond Yourself by Michael A. Singer (book)
4852,"b'tooth decay, #sugar and obesity\n\nhazel coey considers the dental nurses role in #patient #education on #diet and... https://t.co/q9qapxrho1'",obesity,tooth decay sugar obesity  hazel coey considers dental nurse role patient education diet ,0,0,Neutral,"['tooth decay', 'sugar', 'obesity', 'hazel', 'coey', 'dental nurse role', 'patient education', 'diet']","['dental', 'nurse', 'patient']",The Power of Positive Thinking by Norman Vincent Peale (book)
4853,b'the ingestion of #lacticacidbacteria may become a potential adjunctive treatment for #obesity in the future.\n\nlearn... https://t.co/hojm5qt3dm',obesity,the ingestion lacticacidbacteria may become potential adjunctive treatment obesity future.  learn ,1,0,Neutral,"['the ingestion', 'lacticacidbacteria', 'potential adjunctive treatment', 'obesity', 'future']","['potential', 'adjunctive']",The Power of Positive Thinking by Norman Vincent Peale (book)
4854,"b""if you haven't heard yet, clearmind is proud to host professor tam to discuss the challenges of obesity, and the pr... https://t.co/feouq1mr7z""",obesity,  n't heard yet clearmind proud host professor tam discus challenge obesity pr ,1,0.8,Positive,"['clearmind proud', 'host', 'professor', 'tam', 'discus', 'challenge', 'obesity', 'pr']",['clearmind'],"attend a self-improvement workshop or seminar, such as Tony Robbins' ""Unleash the Power Within"""
4855,b'a shift in treating childhood obesity in the u.s. focuses on early interventions and can involve weight-loss drugs... https://t.co/lnphtpmpee',obesity,shift treating childhood obesity u.s. focus early intervention involve weight loss drug ,0.3,0.1,Positive,"['shift', 'childhood obesity u.s. focus', 'early intervention', 'weight loss', 'drug']","['childhood', 'obesity', 'u.s.', 'early', 'weight']",The Untethered Soul: The Journey Beyond Yourself by Michael A. Singer (book)
4856,"b'we break down the first ever guidelines for treating, not just preventing, childhood #obesity. https://t.co/hkdq4tgmab'",obesity,we break first ever guideline treating preventing childhood obesity,0.333333333,0.25,Positive,"['childhood', 'obesity']",['first'],The Psychology of Well-Being Course by Yale University (online course)
4857,b'interesting contributor of obesity!\n\na common virus\n\n@mike_lustgarten https://t.co/dyppxwyfrj',obesity,interesting contributor obesity   a common virus  ,0.5,0.1,Positive,"['contributor', 'obesity', 'a common virus']",['common'],"attend a self-improvement workshop or seminar, such as Tony Robbins' ""Unleash the Power Within"""
4858,"b'@win98tech nahh, he is right. america needs to do something about the obesity epidemic. its killing us.'",obesity,nahh right america need something obesity epidemic killing u,0.535714286,0.285714286,Positive,"['something', 'obesity epidemic killing', 'u']","['obesity', 'epidemic']",Mindfulness-Based Stress Reduction Course 
4859,"b'#dogs obesity is one of the most preventable issues with dogs, this may help https://t.co/dvpasid9fi https://t.co/6wz0qql1yj'",obesity,dogs obesity one preventable issue dog may help,0,0,Neutral,"['preventable issue', 'dog']",['preventable'],"start a daily exercise routine, such as running, cycling, or weightlifting"
4860,b'@nwiebewiebe this post was not about the causes of obesity though.',obesity,post cause obesity though,0,0,Neutral,"['post', 'cause', 'obesity']",[],The Body Keeps the Score by Bessel van der Kolk (book)
4861,"b'@nytimes wheat , sugar &amp; oil cause obesity.'",obesity,wheat sugar amp oil cause obesity,0,0,Neutral,"['wheat', 'sugar', 'amp', 'oil', 'cause', 'obesity']",[],The Psychology of Well-Being Course by Yale University (online course)
4862,"b'@johnpavlovitz also, forks and spoons cause obesity. we should ban forks and spoons.'",obesity,also fork spoon cause obesity ban fork spoon,0,0,Neutral,"['fork', 'spoon', 'cause', 'obesity', 'ban', 'fork', 'spoon']",[],Flow: The Psychology of Optimal Experience by Mihaly Csikszentmihalyi (book)
4863,"b'in fighting the claim that obesity should be considered a disability under state law, taubes said, the attorney gen... https://t.co/yy50cxpk9t'",obesity,in fighting claim obesity considered disability state law taubes said attorney gen ,0,0,Neutral,"['claim', 'obesity', 'disability', 'state', 'law', 'taubes', 'attorney', 'gen']",[],The Desire Map: A Guide to Creating Goals with Soul by Danielle LaPorte (book)
4864,"b'it\'s the same with #obesity. it\'s not healthy and is not to be celebrated under ""body positivity""...\n\nbut, to solve... https://t.co/jvdbqcsx6r'",obesity,it\ 's obesity it\ 's healthy celebrated   body positivity      but solve ,0.625,0.425,Positive,"['it\\', 'obesity', 'it\\', 'body', 'positivity']",['healthy'],The Subtle Art of Not Giving a F*ck: A Counterintuitive Approach to Living a Good Life by Mark Manson (book)
4865,"b'@firestorm2343 @ursulav @thefatdoctoruk i mean....come on.\n\nany real, legitimate treatment for obesity would be lik... https://t.co/tuntjuligc'",obesity,mean . come on.  any real legitimate treatment obesity would lik ,0.49375,-0.05625,Negative,"['mean', 'any real legitimate treatment', 'obesity']","['real', 'legitimate']",Eat high fibre foods.
4866,b'rt @dorothymdavisnp: pediatric obesitya looming problem for the pediatric population | pediatric annals \n\nprimary care is the first line...',obesity, pediatric obesitya looming problem pediatric population pediatric annals   primary care first line ,0.333333333,0.25,Positive,"['pediatric obesitya', 'problem', 'pediatric population', 'primary care', 'line']","['pediatric', 'pediatric', 'pediatric', 'primary']",The How of Happiness by Sonja Lyubomirsky (book)
4867,b'rt @masculine_king: look around and youll see:\n\n- illness\n- obesity\n- weakness\n\nbecome high-value by being:\n\n- fit\n- smart\n- healthy\n\nmake...',obesity, look around youll see     illness   obesity   weakness  become high value     fit   smart   healthy  make ,0,0,Neutral,"['look', 'youll see', 'illness obesity', 'weakness', 'high value', 'smart healthy make']","['youll', 'illness', 'high', 'smart', 'healthy']",A Course in Miracles by Foundation for Inner Peace (book)
4868,b'#wheelchair market to rise to us$ 7.9 bn during forecast to 2032. growing #obesity #epidemic driving rise of... https://t.co/9feh2gag4o',obesity,wheelchair market rise u bn forecast growing obesity epidemic driving rise ,0,0,Neutral,"['wheelchair', 'market', 'rise', 'u bn', 'forecast', 'obesity epidemic driving', 'rise']","['u', 'obesity', 'epidemic']",The Artist's Way: A Spiritual Path to Higher Creativity by Julia Cameron (book)
4869,b'@filmupdates my question is not obesity part but actually........why do we feel the need to suddenly make things in... https://t.co/tvytxxfp2z',obesity,question obesity paactually .. feel need suddenly make thing ,0.5,0,Neutral,"['question', 'obesity', 'thing']",[],Flow: The Psychology of Optimal Experience by Mihaly Csikszentmihalyi (book)
4870,"b'@easoobesity we do not need more obesity stigma, we need support for #addressingobesitytogether #worldobesityday #obesitydayeurope'",obesity,need obesity stigma need suppoaddressingobesitytogether worldobesityday obesitydayeurope,0,0,Neutral,"['need', 'obesity', 'worldobesityday obesitydayeurope']","['suppoaddressingobesitytogether', 'worldobesityday']",The Four Agreements by Don Miguel Ruiz (book)
4871,b'rt @robertkennedyjr: aap misses real culprits behind obesity epidemic. buffet + gates vertically integrated corn syrup by investing in food...',obesity, aap miss real culprit behind obesity epidemic buffet gate vertically integrated corn syrup investing food ,0.5,-0.1,Negative,"['miss real culprit', 'obesity', 'epidemic buffet', 'gate', 'integrated corn', 'syrup', 'food']","['miss', 'real', 'epidemic', 'integrated']",Eat high fibre foods.
4872,b'treatment of #obesity and #mafld with a diet or orlistat: a randomized controlled trial @ajcnutrition https://t.co/16qep9ncvw',obesity,treatment obesity mafld diet orlistat randomized controlled trial,0,0,Neutral,"['treatment', 'obesity', 'trial']",['diet'],The Self-Acceptance Project Course by Sounds True (online course)
4873,b'@matthewdmarsden obesity',obesity,obesity,0,0,Neutral,['obesity'],[],The Power of Vulnerability Course by Brené Brown (online course)
4874,"b'rt @jburnmurdoch: so ill sign off with my own column on the topic, from earlier this year.\n\nobesity shows us primarily what is being done...'",obesity, ill sign column topic earlier year.  obesity show u primarily done ,0.666666667,-0.033333333,Negative,"['ill sign', 'column', 'topic', 'year', 'obesity', 'show']","['ill', 'u']",Eat high fibre foods.
4875,b'rt @abhanari1: study hints healthier school lunch can reduce obesity #nutrition via https://t.co/vlil8akvem https://t.co/bc7td9paei',obesity, study hint healthier school lunch reduce obesity nutrition via,0,0,Neutral,"['study', 'hint', 'school', 'lunch', 'obesity', 'nutrition']",['healthier'],The Alchemist by Paulo Coelho (book)
4876,"b'you weigh 374lbs. thats a bmi of 50.7, well into class iii obesity. \n\nhe looks at you with pity, he can smell th... https://t.co/qwfvpbezls'",obesity,you weigh lthats bmi well class iii obesity   he look pity smell th ,0.2,-0.1,Negative,"['class', 'iii', 'obesity', 'pity', 'smell', 'th']",[],Eat high fibre foods.
4877,"b""rt @calleymeans: this is evil. \n\n@askdrfatima accepted money from @novonordisk and then went on 60 minutes to say obesity isn't the result...""",obesity,  evil    accepted money went minute say obesity n't result   ,1,-1,Negative,"['money', 'obesity']",[],Eat high fibre foods.
4878,"b'@rottenindenmark i read something interesting recently, that obesity is up *across species* and not just in humans,... https://t.co/qunokoawz6'",obesity,read something interesting recently obesity across specie human ,0.283333333,0.166666667,Positive,"['something', 'obesity', 'specie', 'human']",[],Radical Acceptance: Embracing Your Life with the Heart of a Buddha by Tara Brach (book)
4879,"b'@hubnutvids bloody tories again, reducing our sugar levels, protecting our kids from obesity and diabetes...'",obesity,bloody tory reducing sugar level protecting kid obesity diabetes ,0.9,-0.8,Negative,"['bloody tory', 'sugar level', 'kid obesity']","['bloody', 'sugar', 'kid']",Eat high fibre foods.
4880,b'@alpacaaurelius false. facebook started the obesity epidemic',obesity,false facebook started obesity epidemic,0.6,-0.4,Negative,"['false facebook', 'obesity', 'epidemic']",['false'],Eat high fibre foods.
4881,b'is obesity a disability? ct case involving corrections officer could decide... https://t.co/ryacwcm2zi',obesity,is obesity disability ct case involving correction officer could decide ,0,0,Neutral,"['obesity disability', 'ct', 'case', 'correction', 'officer']",['obesity'],The Gifts of Imperfection by Brené Brown (book)
4882,"b'living in a country where obesity is on the rise and skinny jeans are becoming a fad, i fear for the future.'",obesity,living country obesity rise skinny jean becoming fad fear future,0.4875,0.225,Positive,"['country', 'obesity', 'skinny jean', 'fad fear future']","['skinny', 'fad', 'fear']",The Miracle Morning by Hal Elrod (book)
4883,"b'last i checked top causes of death are cardiovascular diseases, diabetes, cancer, obesity, and other chronic disea... https://t.co/vexnstkovi'",obesity,last checked top cause death cardiovascular disease diabetes cancer obesity chronic disea ,0.283333333,0.25,Positive,"['top cause', 'death', 'cardiovascular disease', 'cancer', 'obesity', 'disea']","['last', 'top', 'cardiovascular']",The Life-Changing Magic of Tidying Up by Marie Kondo (book)
4884,b'if i was overweight id rather wear a regular fit than this tailored fit to compliment my obesity https://t.co/decydc1zye',obesity,if overweight id rather wear regular fit tailored fit compliment obesity,0.292307692,0.266666667,Positive,"['id', 'wear regular fit', 'fit compliment', 'obesity']","['wear', 'regular', 'fit']",The Artist's Way: A Spiritual Path to Higher Creativity by Julia Cameron (book)
4885,b'@cp24 they had to do a study to determine healthy food reduced obesity? what a revelation!!!!',obesity,study determine healthy food reduced obesity revelation,0.5,0.5,Positive,"['study', 'determine', 'healthy food', 'obesity', 'revelation']",['healthy'],The Four Agreements by Don Miguel Ruiz (book)
4886,"b'glorifying obesity isn\'t being ""body positive,"" it is being health negative and death positive.'",obesity,glorifying obesity isn\'t   body positive   health negative death positive,0.496969697,0.051515152,Positive,"['obesity', ""isn\\'t"", 'body', 'positive health', 'negative death']","['positive', 'negative', 'positive']",The Psychology of Well-Being Course by Yale University (online course)
4887,b'ben tohar et al found that adolescent obesity in mice has long-term effects on bone geometry. in trabecular archite... https://t.co/cfn9j3sugo',obesity,ben tohar et al found adolescent obesity mouse long term effect bone geometry trabecular archite ,0,0,Neutral,"['ben', 'tohar', 'al', 'adolescent obesity', 'mouse', 'long term', 'effect', 'bone', 'geometry', 'trabecular archite']","['adolescent', 'long', 'trabecular']","The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative by Florence Williams (book)"
4888,b'obesity is over https://t.co/uxblhmpeef',obesity,obesity,0,0,Neutral,['obesity'],[],The Art of Happiness by Dalai Lama XIV and Howard C. Cutler (book)
4889,"b'@joebiden leading the world.  thats rich.  in what, rates of obesity?  fentanyl ods?  censorship?  levels of wok... https://t.co/67odm5h16g'",obesity,leading world thats rich rate obesity fentanyl od censorship level wok ,0.75,0.375,Positive,"['leading world', 'rich rate', 'obesity', 'od censorship', 'level', 'wok']","['leading', 'rich', 'od']",The Body Keeps the Score by Bessel van der Kolk (book)
4890,"b'i want to not believe this....but go to a beach, any us beach. its bad. \n\nwe know plastics cause obesity, experts... https://t.co/yqmy5lqllz'",obesity,want believe . go beach u beach bad   we know plastic cause obesity expe,0.666666667,-0.7,Negative,"['want believe', 'beach u beach', 'plastic cause', 'obesity', 'expe']","['want', 'beach', 'u', 'bad', 'plastic']",Eat high fibre foods.
4891,b'@womenpostingls overweight and obesity are the fifth leading risk for global deaths. at least 2.8 million adults d... https://t.co/vxkpghgduo',obesity,overweight obesity fifth leading risk global death least million adult ,0.233333333,-0.066666667,Negative,"['overweight obesity', 'fifth', 'risk', 'global death', 'adult']","['overweight', 'global', 'least']",Eat high fibre foods.
4892,b'@backtolife_2023 leading to higher obesity rates freeing up land for invasion? no more steak for the forced herbivo... https://t.co/dcn7cxp9qw',obesity,leading higher obesity rate freeing land invasion steak forced herbivo ,0.35,-0.025,Negative,"['obesity', 'rate', 'land', 'invasion', 'steak', 'herbivo']",['higher'],Eat high fibre foods.
4893,"b'rt @themahakinsan: the simpler the food, the less our thoughts are agitated. fried food causes obesity and diseases. saint gurmeet ram rahi...'",obesity, simpler food le thought agitated fried food cause obesity disease saint gurmeet ram rahi ,0,0,Neutral,"['simpler', 'food', 'le', 'fried food', 'cause', 'obesity', 'disease', 'saint', 'gurmeet', 'ram', 'rahi']",['fried'],Join a yoga class or a meditation group
4894,"b'i  having an open  fireside chat with obesity medicine association president dr. angela fitch md, facp, foma, di... https://t.co/xs7xwyoyne'",obesity,open fireside chat obesity medicine association president dr. angela fitch md facp foma di ,0.5,0,Neutral,"['open fireside', 'obesity', 'medicine', 'association', 'president', 'dr.', 'angela', 'fitch', 'md', 'facp', 'foma', 'di']",['open'],The Four Agreements by Don Miguel Ruiz (book)
4895,b'rt @connpost: is obesity a disability? ct case involving corrections officer could decide https://t.co/dxlxeiewbt',obesity, obesity disability ct case involving correction officer could decide,0,0,Neutral,"['obesity', 'disability', 'ct', 'case', 'correction', 'officer']",[],The Power of Positive Thinking by Norman Vincent Peale (book)
4896,"b'in the 1950s americans were eating ~4000 calories a day from ice cream, sugar, meat, fat, jello, bread and obesity... https://t.co/d1uttfhyvj'",obesity,in american eating calorie day ice cream sugar meat fat jello bread obesity ,0,0,Neutral,"['american eating calorie', 'day', 'ice', 'cream', 'sugar', 'meat', 'fat jello', 'bread', 'obesity']","['american', 'eating', 'fat']",try a new healthy recipe and cook it from scratch
4897,b'@drloupis obesity is not something to brag about.',obesity,obesity something brag,0,0,Neutral,"['obesity', 'something', 'brag']",[],The Inner Game of Tennis by W. Timothy Gallwey (book)
4898,"b""now let's write a bill to force insurance companies to acknowledge obesity as a disease and to add medicine to thei... https://t.co/eo0xavl6kb""",obesity,  let 's write bill force insurance company acknowledge obesity disease add medicine thei ,0,0,Neutral,"['let', 'write bill', 'force', 'insurance', 'company', 'obesity', 'disease', 'medicine', 'thei']",['write'],Authentic Happiness by Martin Seligman (book)
4899,b'@jonbonzeye @guhreenti @kozykara @shytamius @snoozebuttontv @zraven8 @maximum_obesity @thenoopp @ladylilithena of c... https://t.co/ebotwid76x',obesity,c ,0,0,Neutral,[],[],The Life-Changing Magic of Tidying Up by Marie Kondo (book)
4900,b'rt @createngland: the obesity was shocking back then.',obesity, obesity shocking back,0.5,-0.5,Negative,['obesity'],[],Eat high fibre foods.
4901,"b'@relaxfactsrfun @thehill african americans have more obesity, teen pregnancies, spousal abuse, and stds than any other group.'",obesity,african american obesity teen pregnancy spousal abuse std group,0,0,Neutral,"['african american obesity', 'teen pregnancy', 'spousal', 'std', 'group']","['african', 'american', 'teen']","The Nature Fix: Why Nature Makes Us Happier, Healthier, and More Creative by Florence Williams (book)"
4902,"b'rt @amydee1001: obesity + food addiction robbed me of a lot; diabetes took my mother way too young.\nnow, devoting my life to helping others...'",obesity, obesity food addiction robbed lot diabetes took mother way young. now devoting life helping others ,0,0,Neutral,"['obesity', 'food', 'addiction', 'lot', 'mother', 'way', 'life']",['young'],Radical Acceptance: Embracing Your Life with the Heart of a Buddha by Tara Brach (book)
4903,b'study hints healthier school lunch can reduce obesity #nutrition via https://t.co/vlil8akvem https://t.co/bc7td9paei',obesity,study hint healthier school lunch reduce obesity nutrition via,0,0,Neutral,"['study', 'hint', 'school', 'lunch', 'obesity', 'nutrition']",['healthier'],The Power of Positive Thinking by Norman Vincent Peale (book)
4904,"b'rt @bookclubpro1: unlike other diet books, the obesity code focuses on the role of hormones in the obesity crisis that seems impossible to...'",obesity, unlike diet book obesity code focus role hormone obesity crisis seems impossible ,1,-0.666666667,Negative,"['diet book', 'obesity', 'code', 'focus', 'role', 'hormone', 'obesity', 'crisis']","['diet', 'impossible']",Eat high fibre foods.
4905,"b'unlike other diet books, the obesity code focuses on the role of hormones in the obesity crisis that seems impossib... https://t.co/bawkcqbef7'",obesity,unlike diet book obesity code focus role hormone obesity crisis seems impossi,0,0,Neutral,"['diet book', 'obesity', 'code', 'focus', 'role', 'hormone', 'obesity', 'crisis']","['diet', 'impossi']",try a new healthy recipe and cook it from scratch
4906,"b""@1m0y_aba @vaselinesnorter @sneako and telling them to not preach for something like obesity isn't a sin. (2/2)""",obesity,  telling preach something like obesity n't sin  ,0,0,Neutral,"['preach', 'something', 'obesity']",[],"attend a self-improvement workshop or seminar, such as Tony Robbins' ""Unleash the Power Within"""
4907,"b'rt @indiatvnews: eating #ultraprocessed foods can increase your risk of #obesity, #type2diabetes, developing #cancer, and many other diseas...'",obesity, eating ultraprocessed food increase risk obesity typediabetes developing cancer many diseas ,0.5,0.5,Positive,"['ultraprocessed food', 'increase', 'risk', 'obesity', 'cancer']","['ultraprocessed', 'many']",The Psychology of Well-Being Course by Yale University (online course)
4908,"b'#dogs obesity is one of the most preventable issues with dogs, this may help https://t.co/dvpasicbpk https://t.co/fmw0nyt0jy'",obesity,dogs obesity one preventable issue dog may help,0,0,Neutral,"['preventable issue', 'dog']",['preventable'],The Art of Happiness by Dalai Lama XIV and Howard C. Cutler (book)
4909,b'- sedentary participants (27  4 yrs) with overweight or obesity underwent 8-week supervised endurance exercise 31h/week at 80% vo2peak.',obesity,  sedentary participant yr overweight obesity underwent  week supervised endurance exercise h week vopeak,0,0,Neutral,"['sedentary participant', 'yr', 'overweight obesity', 'underwent week', 'endurance', 'exercise', 'h', 'week', 'vopeak']","['sedentary', 'overweight', 'underwent']",The Tao of Pooh by Benjamin Hoff (book)
4910,"b""will canada follow the u.s.'s aggressive new approach to treat childhood obesity? https://t.co/htnkaijwxt""",obesity,  canada follow u.s. 's aggressive new approach treat childhood obesity,0.454545455,0.136363636,Positive,"['u.s.', 'aggressive new approach', 'treat', 'childhood', 'obesity']","['aggressive', 'new']",plan a weekend getaway to a nature retreat or spa
4911,b'@fearlimit body positivity is a very recent trend and has nothing to do with the drastic rise in obesity in the pas... https://t.co/ttwlnyiwhg',obesity,body positivity recent trend nothing drastic rise obesity pa ,0.25,0,Neutral,"['body', 'positivity', 'recent trend', 'nothing', 'drastic rise', 'obesity', 'pa']","['recent', 'drastic']",The Psychology of Well-Being Course by Yale University (online course)
4912,b'@emman0147 @uncensoredpromo obesity in the make !',obesity,obesity make,0,0,Neutral,['obesity'],[],"The Book of Joy by Dalai Lama XIV, Desmond Tutu, and Douglas Carlton Abrams (book)"
4913,"b""@cp24 who'd think that bad food can cause obesity?  wow.  breaking stuff.""",obesity,  'd think bad food cause obesity wow breaking stuff  ,0.833333333,-0.3,Negative,"['bad food', 'cause', 'obesity', 'stuff']",['bad'],Eat high fibre foods.
4914,b'rt : (@cbsmiami)loneliness is thought to be as dangerous for your health as obesity or substance abuse. it can have... https://t.co/m6unovrm56',obesity, loneliness thought dangerous health obesity substance abuse ,0.9,-0.6,Negative,"['loneliness', 'dangerous health', 'obesity', 'substance', 'abuse']",['dangerous'],Eat high fibre foods.
4915,b'@advobarryroux to be honest not everybody wants to see this.... obesity is not healthy and thats the fact..',obesity,honest everybody want see . obesity healthy thats fact ..,0.7,0.55,Positive,"['everybody', 'want see', 'obesity', 'fact']","['honest', 'want', 'healthy']","The Mindful Way Through Depression by Mark Williams, John Teasdale, Zindel Segal, and Jon Kabat-Zinn (book)"
4916,"b'eating #ultraprocessed foods can increase your risk of #obesity, #type2diabetes, developing #cancer, and many other... https://t.co/tm2fqrtw9y'",obesity,eating ultraprocessed food increase risk obesity typediabetes developing cancer many ,0.5,0.5,Positive,"['ultraprocessed food', 'increase', 'risk', 'obesity', 'cancer']","['ultraprocessed', 'many']","The Book of Joy by Dalai Lama XIV, Desmond Tutu, and Douglas Carlton Abrams (book)"
4917,"b""self love isn't loving your obesity. it's loving yourself enough to fix it""",obesity,  self love n't loving obesity 's loving enough fix  ,0.75,0.425,Positive,"['self', 'obesity', 'loving', 'enough fix']",['enough'],The Way of Zen by Alan Watts (book)
4918,b'rt @jackmurphylive: strong evidence suggested a positive association between viral infection and obesity.\n\nadenovirus 36 prevalence and a...',obesity, strong evidence suggested positive association viral infection obesity.  adenovirus prevalence ,0.639393939,0.33030303,Positive,"['strong evidence', 'positive association', 'viral infection', 'obesity', 'adenovirus', 'prevalence']","['strong', 'positive', 'viral']",The Untethered Soul: The Journey Beyond Yourself by Michael A. Singer (book)
4919,b'strong evidence suggested a positive association between viral infection and obesity.\n\nadenovirus 36 prevalence a... https://t.co/uuuo3fccix',obesity,strong evidence suggested positive association viral infection obesity.  adenovirus prevalence ,0.639393939,0.33030303,Positive,"['strong evidence', 'positive association', 'viral infection', 'obesity', 'adenovirus', 'prevalence']","['strong', 'positive', 'viral']",The Power of Positive Thinking by Norman Vincent Peale (book)
4920,b'#wheelchair market to rise to us$ 7.9 bn during forecast to 2032. growing #obesity #epidemic driving rise of... https://t.co/y25e3yi7ki',obesity,wheelchair market rise u bn forecast growing obesity epidemic driving rise ,0,0,Neutral,"['wheelchair', 'market', 'rise', 'u bn', 'forecast', 'obesity epidemic driving', 'rise']","['u', 'obesity', 'epidemic']",The Way of Zen by Alan Watts (book)
4921,"b'@gemini_twitch @fitfounder article addresses:\n\n- heart disease\n- cancer, including skin\n- obesity\n- fatty liver\n- a... https://t.co/vynqmtkzer'",obesity,article address     headisease   cancer including skin   obesity   fatty liver   ,0.4,-0.2,Negative,"['article', 'address', 'headisease', 'cancer', 'skin obesity']",['skin'],Eat high fibre foods.
4922,"b'@morning_joe disappointed in joes promotion for coke which is killing americans with its sugar water.  obesity, de... https://t.co/839jt5o7y5'",obesity,disappointed joes promotion coke killing american sugar water obesity de ,0.375,-0.375,Negative,"['promotion', 'american sugar', 'water', 'obesity']","['disappointed', 'american']",Eat high fibre foods.
4923,"b""@ap didn't you just run a story about the obesity problem? you blamed climate change, as i recall.""",obesity,  n't run story obesity problem blamed climate change recall  ,0,0,Neutral,"['story', 'obesity', 'problem', 'climate change', 'recall']",['climate'],"10% Happier: How I Tamed the Voice in My Head, Reduced Stress Without Losing My Edge"
4924,b'ultra-processed food can increase risk of obesity &amp; type 2 diabetes; know ways to curb those cravings - india tv ne... https://t.co/sodg7miukw',obesity,ultra processed food increase risk obesity amp type diabetes know way curcraving india tv ne ,0,0,Neutral,"['food', 'increase', 'risk', 'obesity', 'type', 'way', 'india tv', 'ne']","['ultra', 'india']",Love Yourself Like Your Life Depends On It by Kamal Ravikant (book)
4925,b'@philipgreenspun @theeconomist obesity isnt something a doctor can fix.',obesity,obesity isnt something doctor fix,0,0,Neutral,"['obesity', 'isnt', 'something', 'doctor', 'fix']",[],plan a weekend getaway to a nature retreat or spa
4926,"b""obesity to diabetes to cancer: its up to you | nature's real health https://t.co/hehi8q4t4d""",obesity,  obesity diabetes cancer nature 's real health,0.3,0.2,Positive,"['obesity', 'cancer', 'nature', 'real health']",['real'],The Self-Acceptance Project Course by Sounds True (online course)
4927,"b'nad augmentation in older adults with overweight or obesity markedly reduced total ldl cholesterol, body weight, an... https://t.co/wfi9nbbpxf'",obesity,nad augmentation older adult overweight obesity markedly reduced total ldl cholesterol body weight ,0.495833333,0.091666667,Positive,"['nad augmentation', 'adult', 'total ldl', 'cholesterol', 'body']","['nad', 'older', 'total']","start a daily exercise routine, such as running, cycling, or weightlifting"
4928,b'literally omg its so funny when theres some video of an obese person eating &amp; theyre like stop promoting obesity... https://t.co/rrmb3cmxt6',obesity,literally omg funny there video obese person eating amp theyre like stop promoting obesity ,1,0.25,Positive,"['omg funny', 'obese person', 'stop', 'promoting', 'obesity']","['omg', 'obese', 'amp']",Positive Psychology: Martin Seligman's Visionary Science 
4929,"b'rt @01core_ben: this really is absolutely insane when you think about it. obesity is one of the primary causes of chronic illnesses, which...'",obesity, really absolutely insane think obesity one primary cause chronic illness ,0.75,-0.3,Negative,"['obesity', 'primary', 'cause', 'chronic', 'illness']",['insane'],Eat high fibre foods.
4930,b'@sassy_soul_ @idliology sudden surge in enquiry for weightgain plans  \n#obesity is neither healthy nor attractive.... https://t.co/pwdqofvnkl',obesity,sudden surge enquiry weightgain plan  obesity neither healthy attractive .,0.666666667,0.433333333,Positive,"['sudden surge', 'enquiry', 'weightgain', 'plan', 'healthy attractive']","['sudden', 'healthy']","take up a new hobby or creative pursuit, such as painting, photography, or writing"
4931,b'the obesity problem will go away quickly if we stop accepting these cookies on every website we visit.',obesity,the obesity problem go away quickly stop accepting cooky every website visit,0.5,0.333333333,Positive,"['the obesity', 'problem', 'every website visit']","['cooky', 'website']",Mindfulness-Based Stress Reduction Course 
