,Unnamed: 0,Tweet,tags,Cleaned_tweet,Subjectivity,Polarity,Sentiment,Noun_phrases,Adjectives,final,recommend,symptoms1
2941,2941,"b'@caddienetwork @usga unplayable lie, drop w/1 stroke penalty. #wwbd #rubofthegreen'",stroke,unplayable lie drop w  stroke penalty wwbd rubofthegreen,0.7,-0.4,Negative,"['unplayable lie', 'drop', 'penalty', 'wwbd', 'rubofthegreen']",['unplayable'],"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.","Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2945,2945,"b""am i having a stroke or is the font all fucked up on twitter now? it's like blurry, like it's a smaller font that's... https://t.co/egfftcscvh""",stroke,  stroke font fucked twitter 's like blurry like 's smaller font 's ,0.6,-0.3,Negative,"['stroke', 'font', 'twitter', 'blurry', 'font']",['smaller'],"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.","Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2965,2965,b'@yoadrian1c @bobchipeska027 @msnbc cognitive impairment and memory loss are common after a stroke. approximately 30... https://t.co/ediz4xgtdv',stroke,cognitive impairment memory loss common stroke approximately ,0.55,-0.35,Negative,"['cognitive impairment memory', 'loss']","['cognitive', 'impairment', 'common']","Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.","Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2966,2966,b'february is heart health month. \n\ntake small steps to prevent heart disease and stroke.\n\n| get your rest | reduce y... https://t.co/lrffauyqnr',stroke,february heahealth month   take small step prevent headisease stroke.  | get rest reduce ,0.4,-0.25,Negative,"['february heahealth', 'month', 'small step', 'prevent headisease', 'stroke', 'rest']","['february', 'small', 'prevent']","Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.","Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2969,2969,b'@thembisile_q secret code message. a stroke of genius',stroke,secret code message stroke genius,0.7,-0.4,Negative,"['secret code', 'message', 'genius']",['secret'],"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.","Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2979,2979,"b'rt @unmc_neurology: ""rural emts &amp; others will get an improved education in how to recognize and treat stroke victims as part of a new progr...'",stroke,   rural emts amp others get improved education recognize treat stroke victim panew progr ,0.025,-0.0375,Negative,"['rural emts', 'amp', 'education', 'recognize', 'treat', 'victim panew', 'progr']","['rural', 'victim']","Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.","Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2983,2983,b'@allaboutdatea encephalitis is a very dangerous infection that does to a brain basically the same way a stroke does.',stroke,encephalitis dangerous infection brain basically way stroke,0.9,-0.6,Negative,"['dangerous infection', 'brain', 'way']",['dangerous'],"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.","Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2989,2989,"b""@archerwood4 @mrwhitenorth @pierrepoilievre are you having a stroke? i don't mean to be rude but you are coming acr... https://t.co/x2c6g3xsy6""",stroke,  stroke n't mean rude coming acr ,0.64375,-0.30625,Negative,"['stroke', 'acr']",['rude'],"Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.","Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
2994,2994,b'rt @njeribt: @_yanoh the poor woman prolly got heat stroke... no one should be out at rallies in this heat.',stroke, poor woman prolly got heat stroke  one rally heat,0.6,-0.4,Negative,"['poor woman', 'rally', 'heat']","['poor', 'heat']","Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.","Emotional support: Stroke can be a traumatic experience, and emotional support is crucial for recovery. Family, friends, and support groups can provide emotional support and help stroke survivors cope with the challenges of recovery.",No
3558,3558,"b""rt @lsdinmycoffee: there's nothing like a nasty stomach flu, a night of puking and intense nausea to bring you back to reality and have hum...""",flu,  's nothing like nasty stomach flu night puking intense nausea bring back reality hum   ,0.666666667,-0.266666667,Negative,"['nothing', 'nasty stomach', 'flu', 'night', 'intense nausea', 'bring', 'reality', 'hum']","['nasty', 'intense']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3560,3560,b'stomach flu on valentines day ill end it rn dont play with me  https://t.co/o300wxogax',flu,stomach flu valentine day ill end rn dont play,1.0,-0.5,Negative,"['stomach', 'flu valentine day', 'ill end', 'rn', 'dont', 'play']","['flu', 'valentine', 'ill']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3564,3564,b'the only bird flu i care about \n\nlor scoota feat. shy glizzy - bird flu https://t.co/dqsraxoxek via @youtube',flu,the bird flu care   lor scoota feat shy glizzy bird flu via,0.5,-0.5,Negative,"['the bird', 'flu', 'care', 'lor', 'scoota', 'feat', 'shy glizzy bird', 'flu']","['shy', 'glizzy']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3570,3570,"b'@_swollenpickle_ @nedynadija @goddeketal 1,000 children died during the same time the flu killed a fraction of that... https://t.co/leyin7mmbo'",flu,child died time flu killed fraction ,0.0,-0.2,Negative,"['child', 'time', 'flu', 'fraction']",[],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3571,3571,b'rt @journalcomppath: avian  flu hits herefordshire. pretty bad news considering the concentration of chicken and turkey farm. speaks to a n...',flu, avian flu hit herefordshire pretty bad news considering concentration chicken turkey farm speaks n ,0.872222222,-0.35,Negative,"['avian flu', 'bad news', 'concentration', 'chicken', 'turkey', 'farm']","['avian', 'herefordshire', 'bad']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3574,3574,b'rt @reowen0708: @henrykarlsoniii @tedcruz bill gates conceded in his new book that covid was no worse than the seasonal flu (which mysterio...',flu, bill gate conceded new book covid worse seasonal flu mysterio ,0.527272727,-0.131818182,Negative,"['bill', 'gate', 'new book', 'covid', 'seasonal flu', 'mysterio']","['new', 'worse', 'seasonal']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3577,3577,"b'@sil6silver @goddeketal flu kills 12,000-60,000 annually. covid killed 345,000 in 2020 alone'",flu,flu kill annually covid killed alone,0.0,-0.2,Negative,['flu'],['covid'],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3579,3579,b'@henrykarlsoniii @tedcruz bill gates conceded in his new book that covid was no worse than the seasonal flu (which... https://t.co/kkpbzaggt0',flu,bill gate conceded new book covid worse seasonal flu ,0.527272727,-0.131818182,Negative,"['bill', 'gate', 'new book', 'covid', 'seasonal flu']","['new', 'worse', 'seasonal']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3586,3586,b'@krissky9527 me after ive had both my flu shot and tetanus shot followed immediately by helping out with heavy lifting. ',flu,ive flu shot tetanus shot followed immediately helping heavy lifting,0.5,-0.2,Negative,"['ive flu', 'shot', 'tetanus', 'shot', 'heavy lifting']","['ive', 'heavy']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3589,3589,b'@raphousetv2 now its the bird flu funny come they make biological warfare illegal but use it in their own people',flu,bird flu funny come make biological warfare illegal use people,0.75,-0.125,Negative,"['bird', 'flu', 'biological warfare', 'illegal use']","['funny', 'biological', 'illegal']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3591,3591,"b'@jason_willz1 @goddeketal the flu kills ridiculous amounts of people ever year, except for ""after covid""\n\ndid we ev... https://t.co/w006gkttvu'",flu,flu kill ridiculous amount people ever year except   covid     did ev ,1.0,-0.333333333,Negative,"['flu', 'amount', 'year', 'covid']",[],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3597,3597,"b'ebola, swine flu, covid, omicron, ufos, earth quakes. can we catch a fucking break please https://t.co/mtvrrdkukq'",flu,ebola swine flu covid omicron ufo earth quake catch fucking break please,0.8,-0.6,Negative,"['swine flu', 'covid', 'omicron', 'ufo earth', 'catch', 'break please']","['swine', 'ufo', 'break']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3609,3609,b'rt @delthiaricks: 4 dead seals test positive for bird flu in scotland. more than 500 sea lions were recently reported dead as a result of #...',flu, dead seal test positive bird flu scotland sea lion recently reported dead result ,0.398863636,-0.043181818,Negative,"['dead seal test', 'positive bird', 'flu', 'sea', 'lion', 'dead result']","['dead', 'seal', 'positive', 'dead']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3610,3610,b'rt @specialreportca: @nickadamsinusa your sticking w/kung flu while you have the nerve to post this crap about loyalty tells me about your...',flu, sticking w kung flu nerve post crap loyalty tell ,0.8,-0.8,Negative,"['w', 'kung', 'nerve', 'post', 'crap', 'loyalty', 'tell']",[],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3614,3614,b'@nickadamsinusa your sticking w/kung flu while you have the nerve to post this crap about loyalty tells me about yo... https://t.co/w8tki6fpco',flu,sticking w kung flu nerve post crap loyalty tell yo ,0.8,-0.8,Negative,"['w', 'kung', 'nerve', 'post', 'crap', 'loyalty', 'tell', 'yo']",[],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3620,3620,"b""@rickgre71049738 @johnrustad4bc they have never been forced to take a flu shot before so shouldn't be forced to tak... https://t.co/fe0leysls9""",flu,  never forced take flu shot n't forced tak ,0.2,-0.075,Negative,"['flu', 'shot']",[],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3623,3623,b'bruh so gucci mane was taking some factual shit back then about the bird flu ? wow https://t.co/qlciqtegqc',flu,bruh gucci mane taking factual shit back bird flu wow,0.6,-0.033333333,Negative,"['bruh', 'gucci', 'mane', 'factual shit', 'bird flu', 'wow']","['factual', 'bird']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3627,3627,"b'@beerlyhockey all 0% chance, might go up a little if shesterkin gets the stomach flu'",flu,chance might go little shesterkin get stomach flu,0.5,-0.1875,Negative,"['chance', 'stomach flu']","['little', 'shesterkin', 'stomach']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3633,3633,"b'yeah, yeah... remove any germs that would eventually strengthen the immune system.\nthen wonder why a banal flu is a... https://t.co/kayrt3fj0b'",flu,yeah yeah  remove germ would eventually strengthen immune system. then wonder banal flu ,0.5,-0.3,Negative,"['yeah', 'germ', 'immune system', 'banal flu']","['immune', 'banal']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3634,3634,b'avian  flu hits herefordshire. pretty bad news considering the concentration of chicken and turkey farm. speaks to... https://t.co/cahiy9n9dm',flu,avian flu hit herefordshire pretty bad news considering concentration chicken turkey farm speaks ,0.872222222,-0.35,Negative,"['avian flu', 'bad news', 'concentration', 'chicken', 'turkey', 'farm', 'speaks']","['avian', 'herefordshire', 'bad']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3642,3642,b'@vivamjm could the egg situation be partly due to avian flu?',flu,could egg situation partly due avian flu,0.375,-0.125,Negative,"['situation', 'due avian flu']","['due', 'avian']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3649,3649,b'@new_e_mom also my baby slept in his snuggle me for a while after he got super sick w the flu and wouldnt sleep an... https://t.co/clc3b95qwq',flu,also baby slept snuggle got super sick w flu wouldnt sleep ,0.761904762,-0.19047619,Negative,"['baby', 'super sick w', 'flu', 'wouldnt', 'sleep']","['snuggle', 'super', 'sick']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3650,3650,b'@charliekirk11 the chickens arent struggling to lay eggs. a shitload of chickens were culled due to avian flu and... https://t.co/peqqgzwggd',flu,chicken arent struggling lay egg shitload chicken culled due avian flu ,0.758333333,-0.441666667,Negative,"['chicken arent', 'egg', 'shitload', 'chicken', 'due avian flu']","['chicken', 'due', 'avian']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3652,3652,b'breakfast just got pricier as #egg prices surge 8.5% in jan. due to the worst bird flu outbreak in us history. food... https://t.co/cj47gwdtfv',flu,breakfast got pricier egg price surge jan. due worst bird flu outbreak u history food ,0.6875,-0.5625,Negative,"['breakfast', 'egg', 'price', 'surge', 'jan.', 'flu outbreak u history', 'food']","['pricier', 'due', 'flu', 'outbreak', 'u']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3653,3653,"b'ever since covid spun the block, i get flu like symptoms every 3 weeks or something.\n\ni. am. tired.'",flu,ever since covid spun block get flu like symptom every week something.  i tired,0.7,-0.4,Negative,"['covid', 'spun', 'block', 'symptom', 'every week', 'something', 'i']",[],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3658,3658,"b""@johngre73362514 @ballouxfrancois nope! it's because covid is less serious than the flu https://t.co/wdlnccrre7""",flu,  nope 's covid le serious flu,0.666666667,-0.333333333,Negative,"['nope', 'covid', 'serious flu']",['serious'],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3660,3660,b'rt @xqc: update: this flu is 1tapping me. worst one ive ever had.',flu, update flu tapping worst one ive ever,1.0,-1.0,Negative,['update flu'],"['update', 'worst', 'ive']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3661,3661,"b""rt @jervismanahan: today's wrap of agricultural issues:\n\n 17,000 chickens culled after a bird flu outbreak in a poultry farm in santa mari...""",flu,  today 's wrap agricultural issue    chicken culled bird flu outbreak poultry farm santa mari   ,0.95,-0.6,Negative,"['today', 'wrap agricultural issue', 'chicken', 'bird', 'flu', 'outbreak poultry', 'farm', 'santa', 'mari']","['wrap', 'agricultural', 'outbreak']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3664,3664,b'@brandi_love bird flu killed millions of layers and it takes 4-6 months to get new ones up to laying size',flu,bird flu killed million layer take month get new one laying size,0.227272727,-0.031818182,Negative,"['bird', 'flu', 'month', 'laying', 'size']","['layer', 'new']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3666,3666,b'@tebogomalope try please. i know when i strugggle sleeping for a few days in a row i get sick . hectic flu. try some chamomile tea ',flu,try please know strugggle sleeping day row get sick hectic flu try chamomile tea,0.857142857,-0.714285714,Negative,"['please', 'day', 'sick hectic flu', 'try', 'chamomile', 'tea']","['strugggle', 'sick', 'hectic']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3673,3673,b'i feel like a war or another flu like lockdown is in the works because wtf. wtf. wtf.',flu,feel like war another flu like lockdown work wtf wtf wtf,1.0,-0.5,Negative,"['feel', 'war', 'another flu', 'lockdown work', 'wtf', 'wtf', 'wtf']",['lockdown'],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3674,3674,"b""@catturd2 remember esg credit score states ' no meat' , if chickens are not burned to death in fires or bird flu do... https://t.co/7eh50qjxfh""",flu,  remember esg credit score state meat chicken burned death fire bird flu ,0.95,-0.6,Negative,"['esg credit', 'score', 'state', 'meat', 'chicken', 'death', 'fire', 'bird', 'flu']",['esg'],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3687,3687,"b""active shooter, bird flu, chinese spy. i'm just over the fuckery.""",flu,  active shooter bird flu chinese spy 'm fuckery  ,0.3,-0.066666667,Negative,"['active shooter', 'bird', 'flu', 'chinese spy', 'fuckery']","['active', 'chinese']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3690,3690,"b""@joetalkshow @drsimonegold it's the flu rebranded.\ndeath numbers are false due to fraudulent use of the pcr test.\nt... https://t.co/dsm93fbd4t""",flu,  's flu rebranded. death number false due fraudulent use pcr test. t ,0.4875,-0.2625,Negative,"['flu', 'death', 'number', 'false due fraudulent', 'use', 'pcr test', 't']","['false', 'due', 'pcr']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3692,3692,"b'#covid  is not over yet. far from it per several recent reports an flu is bad this year also, wear masks or stay ho... https://t.co/yeyvuhn3u5'",flu,covid yet far per several recent repoflu bad year also wear mask stay ho ,0.479166667,-0.15,Negative,"['covid', 'several recent repoflu', 'bad year', 'mask stay', 'ho']","['several', 'recent', 'bad', 'mask']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3693,3693,b'bird flu expected to mutate and possibly kill 50% of humans who contract it https://t.co/gcvx6ork1m',flu,bird flu expected mutate possibly kill human contract,0.5,-0.033333333,Negative,"['bird', 'flu', 'mutate', 'human contract']",['human'],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3695,3695,b'im either really getting old or i just never had the flu. that shit fucked me up the for the last week. ',flu,im either really getting old never flu shit fucked last week,0.393333333,-0.1,Negative,"['im', 'shit', 'last week']","['old', 'last']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3696,3696,b'@charliekirk11 we have had an avian flu affecting chickens and i have no idea on the food plants. the rest is actua... https://t.co/a7c6equfxp',flu,avian flu affecting chicken idea food plant rest actua ,0.95,-0.6,Negative,"['avian flu', 'chicken idea', 'food', 'plant', 'rest', 'actua']","['avian', 'chicken']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3703,3703,b'@teslaspaceship @potus obviously the bird flu killing chickens is a political issue.',flu,obviously bird flu killing chicken political issue,0.516666667,-0.2,Negative,"['bird flu', 'chicken political issue']","['bird', 'chicken', 'political']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3707,3707,b'@wwyki @wbz if bird flu is killing birds everywhere why arent there dead birds everywhere? i live in the middle of... https://t.co/q66z1qn5fw',flu,bird flu killing bird everywhere arent dead bird everywhere live middle ,0.3,-0.021212121,Negative,"['bird', 'flu', 'bird', 'arent dead bird', 'live middle']","['arent', 'dead', 'live']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3709,3709,b'@zacharynoah @mmpadellan really? flu is more dangerous than covid for children. should we mandate flu vaccines for... https://t.co/wfrjq8q0ba',flu,really flu dangerous covid child mandate flu vaccine ,0.55,-0.2,Negative,"['dangerous covid', 'child', 'mandate', 'flu', 'vaccine']",['dangerous'],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3720,3720,b'the one time i celebrated valentines day in a relationship i had the flu i was so mad  https://t.co/ppms7nb7pk',flu,the one time celebrated valentine day relationship flu mad,0.875,-0.1375,Negative,"['time', 'celebrated valentine day', 'relationship', 'flu', 'mad']","['celebrated', 'valentine']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3728,3728,"b'rt @cleavon_md: i used to be on the whole page of masks dont do anything, this is just the flu. kids dont get sick from covid, said her...'",flu, used whole page mask dont anything flu kid dont get sick covid said ,0.628571429,-0.257142857,Negative,"['whole page', 'mask', 'dont', 'anything', 'flu kid', 'dont', 'sick covid']","['whole', 'flu', 'sick']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3735,3735,b'egg prices have been surging amid the nations worst-ever outbreak of deadly bird flu that decimated chicken flocks... https://t.co/k61ktd0v6z',flu,egg price surging amid nation worst ever outbreak deadly bird flu decimated chicken flock ,0.675,-0.4,Negative,"['egg', 'price', 'nation', 'deadly bird', 'flu', 'chicken', 'flock']",['deadly'],Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3746,3746,"b'bird flu is far more lethal than covid. if they have weaponized bird flu, this could get ugly. but will still refus... https://t.co/fzu99b7t8k'",flu,bird flu far lethal covid weaponized bird flu could get ugly still refus ,1.0,-0.3,Negative,"['bird', 'flu', 'bird', 'flu']","['lethal', 'covid']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3749,3749,"b'if they create a bird flu vaccine, know that its unnecessary. humans cannot contract it unless theyre directly ex... https://t.co/azi4r9hqsz'",flu,if create bird flu vaccine know unnecessary human contract unless theyre directly ex ,0.466666667,-0.1,Negative,"['create bird', 'flu vaccine', 'unnecessary human contract', 'theyre']","['create', 'flu', 'unnecessary', 'human']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3751,3751,b'rt @monyquexo: going out to drink dawa is crazy behavior but flu respects no one.',flu, going drink dawa crazy behavior flu respect one,0.9,-0.6,Negative,"['dawa crazy behavior', 'flu']","['dawa', 'crazy']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3755,3755,b'@jebrafaushay omg how did you ever survive this terrible disease?  i heard it could be as bad as the flu.',flu,omg ever survive terrible disease heard could bad flu,0.833333333,-0.85,Negative,"['terrible disease', 'heard']","['omg', 'terrible', 'bad']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3758,3758,"b""@daviemoo i'm sorry 2 say you have conservative flu mate. it's been rife the past 12 years. comes wae chills (nae h... https://t.co/ulib0zugpm""",flu,  'm sorry say conservative flu mate 's rife past year come wae chill nae h ,0.625,-0.375,Negative,"['conservative flu', 'mate', 'rife', 'year', 'wae', 'chill', 'h']","['sorry', 'conservative']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
3760,3760,b'rt @atlrey: all of this happened in 1 year:\n\n- outbreak bird flu \n- egg farm fires &amp; explosions\n- tainted chicken feed\n\nnet result. million...',flu, happened year     outbreak bird flu    egg farm fire amp explosions   tainted chicken feed  net result million ,0.95,-0.6,Negative,"['year', 'outbreak bird', 'flu', 'egg', 'farm', 'fire', 'amp', 'chicken feed', 'net result']","['outbreak', 'chicken', 'net']",Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,Rest: Rest is essential for recovery from the flu. Stay at home and avoid physical activity until symptoms improve.,No
