,id,Time,Tweet,tags,pre,words
3075,960402608,2023-02-14 18:14:58+00:00,b'@suchplatonic @maihmi im going to try to be strong and wait for drops haha. but i have so much anxiety. im just a... https://t.co/7dophunmvp',anxiety,b im going to try to be strong and wait for drops haha but i have so much anxiety im just a,"['b', 'im', 'going', 'to', 'try', 'to', 'be', 'strong', 'and', 'wait', 'for', 'drops', 'haha', 'but', 'i', 'have', 'so', 'much', 'anxiety', 'im', 'just', 'a']"
3076,1105979406655414272,2023-02-14 18:14:57+00:00,b'anxiety tips :\n\nnobody likes you and you smell bad',anxiety,b anxiety tips n nnobody likes you and you smell bad,"['b', 'anxiety', 'tips', 'n', 'nnobody', 'likes', 'you', 'and', 'you', 'smell', 'bad']"
3077,1339668701755318272,2023-02-14 18:14:50+00:00,b'anxiety attack ',anxiety,b anxiety attack,"['b', 'anxiety', 'attack']"
3078,1324979844,2023-02-14 18:14:35+00:00,"b'option, static. shivering laypeople anxiety. me?""""yes.\n?\n\n\nh69\nh69\nh69'",anxiety,b option static shivering laypeople anxiety me yes n n n nh69 nh69 nh69,"['b', 'option', 'static', 'shivering', 'laypeople', 'anxiety', 'me', 'yes', 'n', 'n', 'n', 'nh69', 'nh69', 'nh69']"
3079,359741582,2023-02-14 18:14:35+00:00,b'i need to split my attention a bit while i deal with the anxiety i am having as a do a large overhaul to path.\n\nama... https://t.co/va3io9esst',anxiety,b i need to split my attention a bit while i deal with the anxiety i am having as a do a large overhaul to path n nama,"['b', 'i', 'need', 'to', 'split', 'my', 'attention', 'a', 'bit', 'while', 'i', 'deal', 'with', 'the', 'anxiety', 'i', 'am', 'having', 'as', 'a', 'do', 'a', 'large', 'overhaul', 'to', 'path', 'n', 'nama']"
3080,1431641715555782662,2023-02-14 18:14:33+00:00,"b'a pang of anxiety strikes you, starting right at your heart and spreading through your bloodstream until it covers... https://t.co/7orw3vu6e2'",anxiety,b a pang of anxiety strikes you starting right at your heart and spreading through your bloodstream until it covers,"['b', 'a', 'pang', 'of', 'anxiety', 'strikes', 'you', 'starting', 'right', 'at', 'your', 'heart', 'and', 'spreading', 'through', 'your', 'bloodstream', 'until', 'it', 'covers']"
3081,1014312357462462466,2023-02-14 18:14:32+00:00,"b'he helped me so much with my anxiety and depression, he literally saved me, hes my little medicine and a piece of my heart'",anxiety,b he helped me so much with my anxiety and depression he literally saved me hes my little medicine and a piece of my heart,"['b', 'he', 'helped', 'me', 'so', 'much', 'with', 'my', 'anxiety', 'and', 'depression', 'he', 'literally', 'saved', 'me', 'hes', 'my', 'little', 'medicine', 'and', 'a', 'piece', 'of', 'my', 'heart']"
3082,612645790,2023-02-14 18:14:29+00:00,b'@theomanbabies holy anxiety storm. holy.',anxiety,b holy anxiety storm holy,"['b', 'holy', 'anxiety', 'storm', 'holy']"
3083,35652732,2023-02-14 18:14:23+00:00,b'had a couple requests to chat specifically about anxiety - this is definitely a topic that needs to be more normali... https://t.co/88dxnd0h5p',anxiety,b had a couple requests to chat specifically about anxiety this is definitely a topic that needs to be more normali,"['b', 'had', 'a', 'couple', 'requests', 'to', 'chat', 'specifically', 'about', 'anxiety', 'this', 'is', 'definitely', 'a', 'topic', 'that', 'needs', 'to', 'be', 'more', 'normali']"
3084,1398893727293321217,2023-02-14 18:14:19+00:00,b'anxiety clings to my stitches.',anxiety,b anxiety clings to my stitches,"['b', 'anxiety', 'clings', 'to', 'my', 'stitches']"
3085,1493310764400394240,2023-02-14 18:14:18+00:00,"b'@akkeebakkee honestly, my anxiety is through the roof '",anxiety,b honestly my anxiety is through the roof,"['b', 'honestly', 'my', 'anxiety', 'is', 'through', 'the', 'roof']"
3086,1325883299915554819,2023-02-14 18:14:06+00:00,"b""@rayxter5 yeah, it's just that all this drama that happened kinda triggered my anxiety""",anxiety,b yeah it s just that all this drama that happened kinda triggered my anxiety,"['b', 'yeah', 'it', 's', 'just', 'that', 'all', 'this', 'drama', 'that', 'happened', 'kinda', 'triggered', 'my', 'anxiety']"
3087,1409602508750721033,2023-02-14 18:14:05+00:00,"b'control and oral #immunotherapy groups showed comparable rates of significant #anxiety (22.45% vs. 21.05%), with si... https://t.co/kenolsoofi'",anxiety,b control and oral groups showed comparable rates of significant 22 45 vs 21 05 with si,"['b', 'control', 'and', 'oral', 'groups', 'showed', 'comparable', 'rates', 'of', 'significant', '22', '45', 'vs', '21', '05', 'with', 'si']"
3088,16246654,2023-02-14 18:14:03+00:00,b'2 texas metros named among top 5 places with the most layoff anxiety: study https://t.co/prw64wedqf https://t.co/pvdhwujrdb',anxiety,b 2 texas metros named among top 5 places with the most layoff anxiety study,"['b', '2', 'texas', 'metros', 'named', 'among', 'top', '5', 'places', 'with', 'the', 'most', 'layoff', 'anxiety', 'study']"
3089,1478037956644401153,2023-02-14 18:13:57+00:00,"b'@wehatethese social anxiety, elon'",anxiety,b social anxiety elon,"['b', 'social', 'anxiety', 'elon']"
3090,612645790,2023-02-14 18:13:49+00:00,"b'@theomanbabies these are all helpful things for me, except evangelizing because holly anxiety storm batman, but a... https://t.co/xruv7ph4eq'",anxiety,b these are all helpful things for me except evangelizing because holly anxiety storm batman but a,"['b', 'these', 'are', 'all', 'helpful', 'things', 'for', 'me', 'except', 'evangelizing', 'because', 'holly', 'anxiety', 'storm', 'batman', 'but', 'a']"
3091,1481766553209217025,2023-02-14 18:13:44+00:00,b'yea  i got anxiety and depression  i really thought i didnt but i do ',anxiety,b yea i got anxiety and depression i really thought i didnt but i do,"['b', 'yea', 'i', 'got', 'anxiety', 'and', 'depression', 'i', 'really', 'thought', 'i', 'didnt', 'but', 'i', 'do']"
3092,1066450315472449538,2023-02-14 18:13:40+00:00,b'having a fucking anxiety attack i fucking hate this',anxiety,b having a fucking anxiety attack i fucking hate this,"['b', 'having', 'a', 'fucking', 'anxiety', 'attack', 'i', 'fucking', 'hate', 'this']"
3093,1325883299915554819,2023-02-14 18:13:28+00:00,b'@wakkughostie i was just upset over all this drama that happened and it kinda triggered my anxiety',anxiety,b i was just upset over all this drama that happened and it kinda triggered my anxiety,"['b', 'i', 'was', 'just', 'upset', 'over', 'all', 'this', 'drama', 'that', 'happened', 'and', 'it', 'kinda', 'triggered', 'my', 'anxiety']"
3094,896501983825117184,2023-02-14 18:13:26+00:00,"b'rt @kabukibarbie: breaking: jillian hall was supposed to join rihanna on stage to sing s&amp;m, but due to her anxiety with heights, her number...'",anxiety,b rt breaking jillian hall was supposed to join rihanna on stage to sing s amp m but due to her anxiety with heights her number,"['b', 'rt', 'breaking', 'jillian', 'hall', 'was', 'supposed', 'to', 'join', 'rihanna', 'on', 'stage', 'to', 'sing', 's', 'amp', 'm', 'but', 'due', 'to', 'her', 'anxiety', 'with', 'heights', 'her', 'number']"
3095,105286628,2023-02-14 18:13:20+00:00,"b""damn sleep had been amazing fighting my anxiety when i wouldn't sleep after being up all night. worrying i needed t... https://t.co/wmsefyg17i""",anxiety,b damn sleep had been amazing fighting my anxiety when i wouldn t sleep after being up all night worrying i needed t,"['b', 'damn', 'sleep', 'had', 'been', 'amazing', 'fighting', 'my', 'anxiety', 'when', 'i', 'wouldn', 't', 'sleep', 'after', 'being', 'up', 'all', 'night', 'worrying', 'i', 'needed', 't']"
3096,1496907760851689472,2023-02-14 18:13:19+00:00,b'&lt;eco-anxiety (or climate change anxiety) is a response to impending threats by climate change.&gt;',anxiety,b lt eco anxiety or climate change anxiety is a response to impending threats by climate change gt,"['b', 'lt', 'eco', 'anxiety', 'or', 'climate', 'change', 'anxiety', 'is', 'a', 'response', 'to', 'impending', 'threats', 'by', 'climate', 'change', 'gt']"
3097,462219459,2023-02-14 18:13:16+00:00,"b'we each carry our own demons, be they depression, anxiety, addiction, anger, narcissism, arrogance, frustration, de... https://t.co/8lhozqdrki'",anxiety,b we each carry our own demons be they depression anxiety addiction anger narcissism arrogance frustration de,"['b', 'we', 'each', 'carry', 'our', 'own', 'demons', 'be', 'they', 'depression', 'anxiety', 'addiction', 'anger', 'narcissism', 'arrogance', 'frustration', 'de']"
3098,778994545442824192,2023-02-14 18:13:13+00:00,b'@boozeblogschuck if you dont like heights its a real anxiety inducing movie',anxiety,b if you dont like heights its a real anxiety inducing movie,"['b', 'if', 'you', 'dont', 'like', 'heights', 'its', 'a', 'real', 'anxiety', 'inducing', 'movie']"
3099,1266504251930533889,2023-02-14 18:13:11+00:00,b'i get sm anxiety at school idk how to chill tf out',anxiety,b i get sm anxiety at school idk how to chill tf out,"['b', 'i', 'get', 'sm', 'anxiety', 'at', 'school', 'idk', 'how', 'to', 'chill', 'tf', 'out']"
3100,1193714982044737536,2023-02-14 18:13:07+00:00,b'@justsmeeks same. id love to do more on that platform but it gives me anxiety',anxiety,b same id love to do more on that platform but it gives me anxiety,"['b', 'same', 'id', 'love', 'to', 'do', 'more', 'on', 'that', 'platform', 'but', 'it', 'gives', 'me', 'anxiety']"
3101,1442736832840708096,2023-02-14 18:12:56+00:00,b'@sydneysweenyfan lol. no but its gotta be a high-status mental illness like anxiety',anxiety,b lol no but its gotta be a high status mental illness like anxiety,"['b', 'lol', 'no', 'but', 'its', 'gotta', 'be', 'a', 'high', 'status', 'mental', 'illness', 'like', 'anxiety']"
3102,1521534991682916352,2023-02-14 18:12:45+00:00,b'@consoomerls i think the only time ive gotten anxiety from tv was on 9/11 and that was it.',anxiety,b i think the only time ive gotten anxiety from tv was on 9 11 and that was it,"['b', 'i', 'think', 'the', 'only', 'time', 'ive', 'gotten', 'anxiety', 'from', 'tv', 'was', 'on', '9', '11', 'and', 'that', 'was', 'it']"
3103,1160711241653841921,2023-02-14 18:12:32+00:00,b'i dont just have  anxiety i also have  anxiety',anxiety,b i dont just have anxiety i also have anxiety,"['b', 'i', 'dont', 'just', 'have', 'anxiety', 'i', 'also', 'have', 'anxiety']"
3104,1173059074189144066,2023-02-14 18:12:30+00:00,b'@notthatguykawhi @thenbacentral @dimeuproxx you tried to use anxiety as an excuse as to why he couldnt make a layu... https://t.co/ipxcjptgl2',anxiety,b you tried to use anxiety as an excuse as to why he couldnt make a layu,"['b', 'you', 'tried', 'to', 'use', 'anxiety', 'as', 'an', 'excuse', 'as', 'to', 'why', 'he', 'couldnt', 'make', 'a', 'layu']"
3105,1361006743787106312,2023-02-14 18:12:20+00:00,"b'@thisorthenext i believe a lot of anxiety must come from that, but at the same time shes now part of something eve... https://t.co/4tvmz31bz1'",anxiety,b i believe a lot of anxiety must come from that but at the same time shes now part of something eve,"['b', 'i', 'believe', 'a', 'lot', 'of', 'anxiety', 'must', 'come', 'from', 'that', 'but', 'at', 'the', 'same', 'time', 'shes', 'now', 'part', 'of', 'something', 'eve']"
3106,1398974853403791363,2023-02-14 18:12:15+00:00,b'my anxiety has been on a hair trigger for like a month now ',anxiety,b my anxiety has been on a hair trigger for like a month now,"['b', 'my', 'anxiety', 'has', 'been', 'on', 'a', 'hair', 'trigger', 'for', 'like', 'a', 'month', 'now']"
3107,3087505501,2023-02-14 18:12:11+00:00,"b""ahaha i forgot to take the pre-workout but i'm going to the gym and every passing hour means my anxiety is rising a... https://t.co/zxrvqbkahm""",anxiety,b ahaha i forgot to take the pre workout but i m going to the gym and every passing hour means my anxiety is rising a,"['b', 'ahaha', 'i', 'forgot', 'to', 'take', 'the', 'pre', 'workout', 'but', 'i', 'm', 'going', 'to', 'the', 'gym', 'and', 'every', 'passing', 'hour', 'means', 'my', 'anxiety', 'is', 'rising', 'a']"
3108,1459269984157417474,2023-02-14 18:12:11+00:00,b'@momof2happas hope the results quell some anxiety one way or the other.',anxiety,b hope the results quell some anxiety one way or the other,"['b', 'hope', 'the', 'results', 'quell', 'some', 'anxiety', 'one', 'way', 'or', 'the', 'other']"
3109,1489337812042362882,2023-02-14 18:12:09+00:00,b'i cant do this today tiktok i cant .... i already have anxiety as it is and now youre telling me the world is ending and jesus is coming',anxiety,b i cant do this today tiktok i cant i already have anxiety as it is and now youre telling me the world is ending and jesus is coming,"['b', 'i', 'cant', 'do', 'this', 'today', 'tiktok', 'i', 'cant', 'i', 'already', 'have', 'anxiety', 'as', 'it', 'is', 'and', 'now', 'youre', 'telling', 'me', 'the', 'world', 'is', 'ending', 'and', 'jesus', 'is', 'coming']"
3110,1126689347313422338,2023-02-14 18:12:09+00:00,b'positive self talk is important!\n#mentalhealth #mentalhealthawareness #selfcare #selflove #anxiety #love... https://t.co/fwn8rnvi2t',anxiety,b positive self talk is important n#mentalhealth,"['b', 'positive', 'self', 'talk', 'is', 'important', 'n', 'mentalhealth']"
3111,1613575633,2023-02-14 18:12:06+00:00,"b""okay, gonna see quantumania on sunday, alongside another travel anxiety test. last time went well, so i'm gonna try... https://t.co/hnvcykgpye""",anxiety,b okay gonna see quantumania on sunday alongside another travel anxiety test last time went well so i m gonna try,"['b', 'okay', 'gonna', 'see', 'quantumania', 'on', 'sunday', 'alongside', 'another', 'travel', 'anxiety', 'test', 'last', 'time', 'went', 'well', 'so', 'i', 'm', 'gonna', 'try']"
3112,1352680720280391681,2023-02-14 18:12:03+00:00,"b'@govkristinoem depression, anxiety &amp; suicides at risk kids.... https://t.co/6u2nztjoxx'",anxiety,b depression anxiety amp suicides at risk kids,"['b', 'depression', 'anxiety', 'amp', 'suicides', 'at', 'risk', 'kids']"
3113,996481593723138048,2023-02-14 18:11:56+00:00,b'love can protect against feelings of stress and anxiety.  (3/6)',anxiety,b love can protect against feelings of stress and anxiety 3 6,"['b', 'love', 'can', 'protect', 'against', 'feelings', 'of', 'stress', 'and', 'anxiety', '3', '6']"
3114,1424028337232662531,2023-02-14 18:11:53+00:00,b'@afowler06 @supreme_cbd i suffer from personally disorder and my anxiety is through the roof atm with the cost of l... https://t.co/wlde6ftbnq',anxiety,b cbd i suffer from personally disorder and my anxiety is through the roof atm with the cost of l,"['b', 'cbd', 'i', 'suffer', 'from', 'personally', 'disorder', 'and', 'my', 'anxiety', 'is', 'through', 'the', 'roof', 'atm', 'with', 'the', 'cost', 'of', 'l']"
3115,1590494631216701441,2023-02-14 18:11:48+00:00,b'@american555girl sometimes i have to take a break and pray my way out of anxiety. family and our love for our famil... https://t.co/hzxs1klvhq',anxiety,b sometimes i have to take a break and pray my way out of anxiety family and our love for our famil,"['b', 'sometimes', 'i', 'have', 'to', 'take', 'a', 'break', 'and', 'pray', 'my', 'way', 'out', 'of', 'anxiety', 'family', 'and', 'our', 'love', 'for', 'our', 'famil']"
3116,1578503823617826816,2023-02-14 18:11:45+00:00,b'@david_jenkins__ david please this is not helping my anxiety',anxiety,b jenkins david please this is not helping my anxiety,"['b', 'jenkins', 'david', 'please', 'this', 'is', 'not', 'helping', 'my', 'anxiety']"
3117,712449794610888704,2023-02-14 18:11:32+00:00,b'girl whose social anxiety is so bad she starts crying and is unable to be productive for the rest of the day after... https://t.co/0w0rinrnvc',anxiety,b girl whose social anxiety is so bad she starts crying and is unable to be productive for the rest of the day after,"['b', 'girl', 'whose', 'social', 'anxiety', 'is', 'so', 'bad', 'she', 'starts', 'crying', 'and', 'is', 'unable', 'to', 'be', 'productive', 'for', 'the', 'rest', 'of', 'the', 'day', 'after']"
3118,1262981084049965056,2023-02-14 18:11:22+00:00,b'@ominouzs nah man i cant wake up in peace without being woken up by anxiety',anxiety,b nah man i cant wake up in peace without being woken up by anxiety,"['b', 'nah', 'man', 'i', 'cant', 'wake', 'up', 'in', 'peace', 'without', 'being', 'woken', 'up', 'by', 'anxiety']"
3119,920266139162365954,2023-02-14 18:11:19+00:00,b'@mochimchimmy_ @bluewavesofus im literlwly having a mini anxiety attack rndnfkenfks my blood feels like ice',anxiety,b im literlwly having a mini anxiety attack rndnfkenfks my blood feels like ice,"['b', 'im', 'literlwly', 'having', 'a', 'mini', 'anxiety', 'attack', 'rndnfkenfks', 'my', 'blood', 'feels', 'like', 'ice']"
3120,37030474,2023-02-14 18:11:18+00:00,b'@migrainesummit the anxiety about another migraine coming on is huge to me. it has massively knocked my confidence.... https://t.co/nrujskcyyv',anxiety,b the anxiety about another migraine coming on is huge to me it has massively knocked my confidence,"['b', 'the', 'anxiety', 'about', 'another', 'migraine', 'coming', 'on', 'is', 'huge', 'to', 'me', 'it', 'has', 'massively', 'knocked', 'my', 'confidence']"
3121,478826292,2023-02-14 18:11:16+00:00,b'@potus todays #gop. the cause of an anxiety epidemic in our children. \n\nthey want to harden schools. \n\ngop is for:... https://t.co/jhj1zfk9yo',anxiety,b todays the cause of an anxiety epidemic in our children n nthey want to harden schools n ngop is for,"['b', 'todays', 'the', 'cause', 'of', 'an', 'anxiety', 'epidemic', 'in', 'our', 'children', 'n', 'nthey', 'want', 'to', 'harden', 'schools', 'n', 'ngop', 'is', 'for']"
3122,428036333,2023-02-14 18:11:06+00:00,b'putting something on your snap story you didnt mean to &amp; not realizing till hours later &lt;/3 my anxiety is not goin... https://t.co/w79vqizwpo',anxiety,b putting something on your snap story you didnt mean to amp not realizing till hours later lt 3 my anxiety is not goin,"['b', 'putting', 'something', 'on', 'your', 'snap', 'story', 'you', 'didnt', 'mean', 'to', 'amp', 'not', 'realizing', 'till', 'hours', 'later', 'lt', '3', 'my', 'anxiety', 'is', 'not', 'goin']"
3123,1336195782802694146,2023-02-14 18:11:01+00:00,b'sorry i delete tweet because posting about serious stuff gives me anxiety. anyway stay safe everyone ly',anxiety,b sorry i delete tweet because posting about serious stuff gives me anxiety anyway stay safe everyone ly,"['b', 'sorry', 'i', 'delete', 'tweet', 'because', 'posting', 'about', 'serious', 'stuff', 'gives', 'me', 'anxiety', 'anyway', 'stay', 'safe', 'everyone', 'ly']"
3124,926249671793758209,2023-02-14 18:10:59+00:00,b'@_bahhumbug it also helps with:\n\n-all chronic pains\n-anxiety\n-depression\n-those who have little/no appetite [gives... https://t.co/dstcvyrftk',anxiety,b bahhumbug it also helps with n n all chronic pains n anxiety n depression n those who have little no appetite gives,"['b', 'bahhumbug', 'it', 'also', 'helps', 'with', 'n', 'n', 'all', 'chronic', 'pains', 'n', 'anxiety', 'n', 'depression', 'n', 'those', 'who', 'have', 'little', 'no', 'appetite', 'gives']"
3125,1430805019058651137,2023-02-14 18:10:51+00:00,"b'rt @peta: people suffering from anxiety deserve credible research for better treatment.\n\ninstead, @nih is wasting tax dollars on useless ex...'",anxiety,b rt people suffering from anxiety deserve credible research for better treatment n ninstead is wasting tax dollars on useless ex,"['b', 'rt', 'people', 'suffering', 'from', 'anxiety', 'deserve', 'credible', 'research', 'for', 'better', 'treatment', 'n', 'ninstead', 'is', 'wasting', 'tax', 'dollars', 'on', 'useless', 'ex']"
3126,1244106489343676418,2023-02-14 18:10:47+00:00,b'rt @mskittyrage: the amount of anxiety and stress that social media gives me really sucks...',anxiety,b rt the amount of anxiety and stress that social media gives me really sucks,"['b', 'rt', 'the', 'amount', 'of', 'anxiety', 'and', 'stress', 'that', 'social', 'media', 'gives', 'me', 'really', 'sucks']"
3127,1451735491716517889,2023-02-14 18:10:39+00:00,b'rt @xx_luv3r_xx: i literally hate having anxiety what do u mean im scared to go to the grocery store',anxiety,b rt luv3r xx i literally hate having anxiety what do u mean im scared to go to the grocery store,"['b', 'rt', 'luv3r', 'xx', 'i', 'literally', 'hate', 'having', 'anxiety', 'what', 'do', 'u', 'mean', 'im', 'scared', 'to', 'go', 'to', 'the', 'grocery', 'store']"
3128,760247514,2023-02-14 18:10:30+00:00,b'your anxiety is curable.',anxiety,b your anxiety is curable,"['b', 'your', 'anxiety', 'is', 'curable']"
3129,199601800,2023-02-14 18:10:25+00:00,"b'rt @thewaroncars: ""gen zers point to many reasons they are turning their backs on cars: anxiety, finances, environmental concern. many memb...'",anxiety,b rt gen zers point to many reasons they are turning their backs on cars anxiety finances environmental concern many memb,"['b', 'rt', 'gen', 'zers', 'point', 'to', 'many', 'reasons', 'they', 'are', 'turning', 'their', 'backs', 'on', 'cars', 'anxiety', 'finances', 'environmental', 'concern', 'many', 'memb']"
3130,1306260742618914819,2023-02-14 18:10:25+00:00,b'how do any of you handle anticipation anxiety?',anxiety,b how do any of you handle anticipation anxiety,"['b', 'how', 'do', 'any', 'of', 'you', 'handle', 'anticipation', 'anxiety']"
3131,834439985034039296,2023-02-14 18:10:24+00:00,b'@c__gnz i know but im still scared lol! caffeine usually gives me anxiety so thats why im staying away from it ',anxiety,b gnz i know but im still scared lol caffeine usually gives me anxiety so thats why im staying away from it,"['b', 'gnz', 'i', 'know', 'but', 'im', 'still', 'scared', 'lol', 'caffeine', 'usually', 'gives', 'me', 'anxiety', 'so', 'thats', 'why', 'im', 'staying', 'away', 'from', 'it']"
3132,4871541292,2023-02-14 18:10:20+00:00,b'rt @shirleyclarke_: marvellous day today with 120 teachers for our reducing anxiety in schools course in sutton:\nvery thought provoking...',anxiety,b rt marvellous day today with 120 teachers for our reducing anxiety in schools course in sutton nvery thought provoking,"['b', 'rt', 'marvellous', 'day', 'today', 'with', '120', 'teachers', 'for', 'our', 'reducing', 'anxiety', 'in', 'schools', 'course', 'in', 'sutton', 'nvery', 'thought', 'provoking']"
3133,1219389106217783297,2023-02-14 18:10:14+00:00,"b'@gay_lumberjack even if it is, young people were already seeing a rise in depression and anxiety, pre-2020\n\nand of... https://t.co/lxcibcwfox'",anxiety,b lumberjack even if it is young people were already seeing a rise in depression and anxiety pre 2020 n nand of,"['b', 'lumberjack', 'even', 'if', 'it', 'is', 'young', 'people', 'were', 'already', 'seeing', 'a', 'rise', 'in', 'depression', 'and', 'anxiety', 'pre', '2020', 'n', 'nand', 'of']"
3134,955202071581642757,2023-02-14 18:10:08+00:00,b'my you win some you lose some attitude may be making me fail out of nursing but it makes the anxiety go away!',anxiety,b my you win some you lose some attitude may be making me fail out of nursing but it makes the anxiety go away,"['b', 'my', 'you', 'win', 'some', 'you', 'lose', 'some', 'attitude', 'may', 'be', 'making', 'me', 'fail', 'out', 'of', 'nursing', 'but', 'it', 'makes', 'the', 'anxiety', 'go', 'away']"
3135,2910099138,2023-02-14 18:10:06+00:00,"b'depression is when you dont really care about anything. anxiety is when you care too much, and over think everything. having both is hell.'",anxiety,b depression is when you dont really care about anything anxiety is when you care too much and over think everything having both is hell,"['b', 'depression', 'is', 'when', 'you', 'dont', 'really', 'care', 'about', 'anything', 'anxiety', 'is', 'when', 'you', 'care', 'too', 'much', 'and', 'over', 'think', 'everything', 'having', 'both', 'is', 'hell']"
3136,1196551067217080321,2023-02-14 18:10:03+00:00,"b'my anxiety starts in 3,2,1.......  https://t.co/lqrgcwqyq0'",anxiety,b my anxiety starts in 3 2 1,"['b', 'my', 'anxiety', 'starts', 'in', '3', '2', '1']"
3137,1100066431935438849,2023-02-14 18:09:58+00:00,"b'want to get rid of worries, anxiety, stress?\n\nmake salawat your best friend.'",anxiety,b want to get rid of worries anxiety stress n nmake salawat your best friend,"['b', 'want', 'to', 'get', 'rid', 'of', 'worries', 'anxiety', 'stress', 'n', 'nmake', 'salawat', 'your', 'best', 'friend']"
3138,4602292816,2023-02-14 18:09:44+00:00,b'me v taking 3 times my anxiety medication bc of working on valentines day',anxiety,b me v taking 3 times my anxiety medication bc of working on valentines day,"['b', 'me', 'v', 'taking', '3', 'times', 'my', 'anxiety', 'medication', 'bc', 'of', 'working', 'on', 'valentines', 'day']"
3139,298412334,2023-02-14 18:09:37+00:00,b'grabe yung anxiety ko ngayon huhu pero i really hope for the best for tomorrows event!',anxiety,b grabe yung anxiety ko ngayon huhu pero i really hope for the best for tomorrows event,"['b', 'grabe', 'yung', 'anxiety', 'ko', 'ngayon', 'huhu', 'pero', 'i', 'really', 'hope', 'for', 'the', 'best', 'for', 'tomorrows', 'event']"
3140,1451732876647550977,2023-02-14 18:09:36+00:00,"b'im proud of myself  its been about a week, give or take, that i havent had coffee. my anxiety is still high but... https://t.co/at02bqpq1y'",anxiety,b im proud of myself its been about a week give or take that i havent had coffee my anxiety is still high but,"['b', 'im', 'proud', 'of', 'myself', 'its', 'been', 'about', 'a', 'week', 'give', 'or', 'take', 'that', 'i', 'havent', 'had', 'coffee', 'my', 'anxiety', 'is', 'still', 'high', 'but']"
3141,1323359601144721408,2023-02-14 18:09:28+00:00,b'rt @chukklingducky: anxiety ho rahi ha ab ',anxiety,b rt anxiety ho rahi ha ab,"['b', 'rt', 'anxiety', 'ho', 'rahi', 'ha', 'ab']"
3142,1241526564338180097,2023-02-14 18:09:24+00:00,b'rt @felinewiles: i make your heart race with anxiety and stress-related high blood pressure. \n\ntoday is the only day ill admit that i l...',anxiety,b rt i make your heart race with anxiety and stress related high blood pressure n ntoday is the only day ill admit that i l,"['b', 'rt', 'i', 'make', 'your', 'heart', 'race', 'with', 'anxiety', 'and', 'stress', 'related', 'high', 'blood', 'pressure', 'n', 'ntoday', 'is', 'the', 'only', 'day', 'ill', 'admit', 'that', 'i', 'l']"
3143,1512156370480545794,2023-02-14 18:09:24+00:00,b'@probablyatypo @thenbacentral @dimeuproxx you having anxiety has nothing to do with ben. klay is a fighter for sur... https://t.co/weh97txv3n',anxiety,b you having anxiety has nothing to do with ben klay is a fighter for sur,"['b', 'you', 'having', 'anxiety', 'has', 'nothing', 'to', 'do', 'with', 'ben', 'klay', 'is', 'a', 'fighter', 'for', 'sur']"
3144,20947272,2023-02-14 18:09:08+00:00,"b'there are many different types of #anxiety. if you are struggling with one or many disorders, you are not alone. re... https://t.co/ycb2a3ggqd'",anxiety,b there are many different types of if you are struggling with one or many disorders you are not alone re,"['b', 'there', 'are', 'many', 'different', 'types', 'of', 'if', 'you', 'are', 'struggling', 'with', 'one', 'or', 'many', 'disorders', 'you', 'are', 'not', 'alone', 're']"
3145,53957183,2023-02-14 18:08:58+00:00,b'fuckin oliver is such a butt. hes been all howly &amp; merpy &amp; was pacing around the cave driving cats anxiety into ov... https://t.co/2khbvvfgnw',anxiety,b fuckin oliver is such a butt hes been all howly amp merpy amp was pacing around the cave driving cats anxiety into ov,"['b', 'fuckin', 'oliver', 'is', 'such', 'a', 'butt', 'hes', 'been', 'all', 'howly', 'amp', 'merpy', 'amp', 'was', 'pacing', 'around', 'the', 'cave', 'driving', 'cats', 'anxiety', 'into', 'ov']"
3146,872646739,2023-02-14 18:08:57+00:00,b'ive realized when people say theyve had a panic/anxiety attack whats they really mean is that they just felt those feelings',anxiety,b ive realized when people say theyve had a panic anxiety attack whats they really mean is that they just felt those feelings,"['b', 'ive', 'realized', 'when', 'people', 'say', 'theyve', 'had', 'a', 'panic', 'anxiety', 'attack', 'whats', 'they', 'really', 'mean', 'is', 'that', 'they', 'just', 'felt', 'those', 'feelings']"
3147,2704183870,2023-02-14 18:08:49+00:00,"b'@essentialmastry yes it does have a calming and soothing effect that allows the mind to take over fear and anxiety,... https://t.co/n7vcz4pphm'",anxiety,b yes it does have a calming and soothing effect that allows the mind to take over fear and anxiety,"['b', 'yes', 'it', 'does', 'have', 'a', 'calming', 'and', 'soothing', 'effect', 'that', 'allows', 'the', 'mind', 'to', 'take', 'over', 'fear', 'and', 'anxiety']"
3148,1521915872776015877,2023-02-14 18:08:42+00:00,b'gad= generalised anxiety disorder \nsa= social anxiety\ntatpmosm= too anxious to play minecraft on survival mode',anxiety,b gad generalised anxiety disorder nsa social anxiety ntatpmosm too anxious to play minecraft on survival mode,"['b', 'gad', 'generalised', 'anxiety', 'disorder', 'nsa', 'social', 'anxiety', 'ntatpmosm', 'too', 'anxious', 'to', 'play', 'minecraft', 'on', 'survival', 'mode']"
3149,358467683,2023-02-14 18:08:39+00:00,"b'@sidewalksiren forget  the  anxiety.  jusy  chuckle,  wave  your  hands  and  say,  oh  you  who.  what his(her)name!'",anxiety,b forget the anxiety jusy chuckle wave your hands and say oh you who what his her name,"['b', 'forget', 'the', 'anxiety', 'jusy', 'chuckle', 'wave', 'your', 'hands', 'and', 'say', 'oh', 'you', 'who', 'what', 'his', 'her', 'name']"
